opponent,result,win,loss,margin,location,opponent rating
Texas St,1,3,8,28,HOME,0.224474858691945
Ohio St,0,10,1,49,AWAY,0.731656877554098
Kansas,0,3,8,41,AWAY,0.230567103245983
Buffalo,0,9,2,29,HOME,0.565856699661489
Indiana,0,5,6,7,HOME,0.445239679974541
Illinois,0,4,7,21,HOME,0.247589566186427
Maryland,0,5,6,27,AWAY,0.488866822633855
Northwestern,0,7,4,3,HOME,0.587573482160584
Wisconsin,0,7,4,14,AWAY,0.575798470126582
Michigan,0,10,1,35,HOME,0.870043390965732
Penn St,0,8,3,13,HOME,0.674601523595783
