opponent,result,win,loss,margin,location,opponent rating
Troy,1,9,2,36,AWAY,0.588872772239511
Connecticut,1,1,10,55,HOME,0.0744965041727562
Wyoming,1,5,6,20,AWAY,0.392723345954577
Nevada,1,7,4,4,AWAY,0.460652032788472
Colorado St,1,3,8,28,HOME,0.15917253076376
Air Force,1,4,7,10,AWAY,0.408266107453966
BYU,1,6,5,5,HOME,0.48169203243052
Fresno St,1,9,2,7,HOME,0.697863884812955
New Mexico,1,3,8,31,AWAY,0.27434937624394
Oklahoma St,0,6,5,23,AWAY,0.537153149578381
San Diego St,0,7,4,6,HOME,0.499715463750643
