opponent,result,win,loss,margin,location,opponent rating
Kansas,1,2,1,3,NEUTRAL,0.524934263498347
WKU,1,0,3,3,NEUTRAL,0.217735774717866
East Carolina,1,1,1,5,NEUTRAL,0.395177154148404
Temple,1,1,2,2,NEUTRAL,0.413593302905141
San Jose St,1,0,3,6,NEUTRAL,0.217232502521201
UTEP,1,0,3,20,NEUTRAL,0
Air Force,0,1,1,38,NEUTRAL,0.434700697008943
New Mexico,0,2,1,32,NEUTRAL,0.409803455999581
Utah St,0,2,1,61,NEUTRAL,0.475407044092821
Wyoming,0,2,2,3,NEUTRAL,0.363182399283836
Akron,0,2,0,34,NEUTRAL,0.584606259993864
Bowling Green,0,1,2,7,NEUTRAL,0.23597644624058
Buffalo,0,3,0,38,NEUTRAL,0.629632123799543
Kent,0,1,2,40,NEUTRAL,0.388774680502795
Ohio,0,1,1,6,NEUTRAL,0.371000506223342
Arkansas,0,1,2,35,NEUTRAL,0.33181686408664
Auburn,0,2,1,54,NEUTRAL,0.531162383564969
LSU,0,3,0,31,NEUTRAL,0.653166246503856
Mississippi,0,2,1,35,NEUTRAL,0.619164025235417
Mississippi St,0,3,0,57,NEUTRAL,0.726193041221246
Texas A&M,0,2,1,52,NEUTRAL,0.593700392776401
Arkansas St,0,2,1,27,NEUTRAL,0.564588627512424
Coastal Car,0,2,1,37,NEUTRAL,0.489409171247936
Ga Southern,0,2,1,31,NEUTRAL,0.477109221303578
Georgia St,0,1,2,4,NEUTRAL,0.282766568594624
Texas St,0,1,2,16,NEUTRAL,0.259496116942243
Troy,0,2,1,52,NEUTRAL,0.438372564303574
ULL,0,1,1,32,NEUTRAL,0.392424396760271
ULM,0,2,1,3,NEUTRAL,0.417169407513329
Arizona,0,1,2,31,NEUTRAL,0.3346953021247
Colorado,0,3,0,31,NEUTRAL,0.602271712421867
Utah,0,2,1,31,NEUTRAL,0.476659280533443
Massachusetts,0,1,3,48,NEUTRAL,0.247442075312555
Ball St,0,1,2,36,NEUTRAL,0.395190467797733
E Michigan,0,2,1,34,NEUTRAL,0.495429185667325
Toledo,0,1,1,63,NEUTRAL,0.364134489905556
W Michigan,0,1,2,68,NEUTRAL,0.321239163435842
Baylor,0,2,1,28,NEUTRAL,0.478657546993005
Kansas St,0,2,1,3,NEUTRAL,0.445447770237887
Oklahoma St,0,3,0,41,NEUTRAL,0.746179823740697
TCU,0,2,1,48,NEUTRAL,0.516867499641522
Texas Tech,0,2,1,77,NEUTRAL,0.527085573009591
West Virginia,0,2,0,35,NEUTRAL,0.684961009002507
Boston College,0,3,0,48,NEUTRAL,0.65312040272513
Clemson,0,3,0,41,NEUTRAL,0.689177369545243
Florida St,0,1,2,10,NEUTRAL,0.325841895888837
Louisville,0,2,1,24,NEUTRAL,0.520896139723852
NC State,0,2,0,11,NEUTRAL,0.60889787376826
Syracuse,0,3,0,52,NEUTRAL,0.636236806272573
Wake Forest,0,2,1,31,NEUTRAL,0.483392622581959
California,0,3,0,22,NEUTRAL,0.576199996780419
Oregon,0,3,0,48,NEUTRAL,0.604615454599364
Oregon St,0,1,2,23,NEUTRAL,0.435046546530684
Stanford,0,3,0,20,NEUTRAL,0.667146364606898
Washington,0,2,1,42,NEUTRAL,0.536152705669732
Washington St,0,3,0,35,NEUTRAL,0.638263325427605
Charlotte,0,2,1,24,NEUTRAL,0.40477359754667
FL Atlantic,0,2,1,21,NEUTRAL,0.459475226775981
Marshall,0,2,0,16,NEUTRAL,0.558765502581149
MTSU,0,1,2,24,NEUTRAL,0.328894223310887
Cincinnati,0,3,0,56,NEUTRAL,0.594262008800706
Connecticut,0,1,2,7,NEUTRAL,0.250110969855437
South Florida,0,3,0,20,NEUTRAL,0.616912892810692
UCF,0,2,0,38,NEUTRAL,0.636303005225201
Georgia Tech,0,1,2,41,NEUTRAL,0.383317253839992
Miami FL,0,2,1,77,NEUTRAL,0.54880486926672
Pittsburgh,0,2,1,26,NEUTRAL,0.480713391361493
Virginia,0,2,1,29,NEUTRAL,0.534572256281669
Virginia Tech,0,2,0,45,NEUTRAL,0.632565663163052
Florida,0,2,1,47,NEUTRAL,0.518934538451782
Georgia,0,3,0,45,NEUTRAL,0.739964066974297
Kentucky,0,3,0,38,NEUTRAL,0.630848416062624
Missouri,0,3,0,37,NEUTRAL,0.630200452151492
Tennessee,0,2,1,56,NEUTRAL,0.431571423549702
Fresno St,0,2,1,66,NEUTRAL,0.5219088935156
Nevada,0,2,1,53,NEUTRAL,0.414933867131589
San Diego St,0,2,1,14,NEUTRAL,0.472880339760327
UNLV,0,2,1,29,NEUTRAL,0.370520296499814
Memphis,0,2,1,52,NEUTRAL,0.63150025899443
Navy,0,2,1,30,NEUTRAL,0.386100783274673
Tulane,0,1,2,25,NEUTRAL,0.381063760171622
Tulsa,0,1,2,11,NEUTRAL,0.367207366419068
Illinois,0,2,1,20,NEUTRAL,0.497962063024519
Iowa,0,3,0,24,NEUTRAL,0.602310005752517
Louisiana Tech,0,2,0,37,NEUTRAL,0.584499313827369
North Texas,0,3,0,42,NEUTRAL,0.626312737310914
Rice,0,1,2,3,NEUTRAL,0.308921740343561
Southern Miss,0,1,1,48,NEUTRAL,0.432287277996088
UAB,0,2,1,52,NEUTRAL,0.441454627520378
