8/24/1996,BYU,41,Texas A&M,37,4
8/25/1996,Penn St,24,USC,7,17
8/29/1996,UCF,39,William & Mary,33,6
8/29/1996,E Illinois,28,W Michigan,20,8
8/29/1996,Kansas,35,Ball St,10,25
8/29/1996,New Mexico,28,New Mexico St,7,21
8/29/1996,ULM,14,Nicholls St,12,2
8/29/1996,Ohio,44,Akron,14,30
8/29/1996,Wake Forest,19,Appalachian St,13,6
8/30/1996,Tulane,34,Cincinnati,14,20
8/30/1996,Florida,55,ULL,21,34
8/31/1996,Air Force,45,San Jose St,0,45
8/31/1996,Alabama,21,Bowling Green,7,14
8/31/1996,Arizona,23,UTEP,3,20
8/31/1996,Auburn,29,UAB,0,29
8/31/1996,Boston College,24,Hawaii,21,3
8/31/1996,BYU,58,Arkansas St,9,49
8/31/1996,C Michigan,42,Boise St,21,21
8/31/1996,Colorado,37,Washington St,19,18
8/31/1996,Colorado St,61,Chattanooga,19,42
8/31/1996,Houston,43,Sam Houston St,25,18
8/31/1996,Kansas St,21,Texas Tech,14,7
8/31/1996,Louisiana Tech,20,MTSU,0,20
8/31/1996,Louisville,38,Kentucky,14,24
8/31/1996,Maryland,30,N Illinois,6,24
8/31/1996,Miami FL,30,Memphis,7,23
8/31/1996,Miami OH,64,Kent,6,58
8/31/1996,Michigan,20,Illinois,8,12
8/31/1996,Michigan St,52,Purdue,14,38
8/31/1996,Mississippi,38,Idaho St,14,24
8/31/1996,North Carolina,45,Clemson,0,45
8/31/1996,Oklahoma St,23,Missouri St,20,3
8/31/1996,Oregon,30,Fresno St,27,3
8/31/1996,Rutgers,38,Villanova,28,10
8/31/1996,SMU,17,Tulsa,10,7
8/31/1996,Southern Miss,11,Georgia,7,4
8/31/1996,Temple,28,E Michigan,24,4
8/31/1996,Tennessee,62,UNLV,3,59
8/31/1996,Texas,40,Missouri,10,30
8/31/1996,Utah St,20,Utah,17,3
8/31/1996,West Virginia,34,Pittsburgh,0,34
8/31/1996,Wyoming,40,Idaho,38,2
9/5/1996,Notre Dame,14,Vanderbilt,7,7
9/7/1996,Air Force,65,UNLV,17,48
9/7/1996,Alabama,20,Southern Miss,10,10
9/7/1996,Arizona St,45,Washington,42,3
9/7/1996,Arkansas St,24,Austin Peay,0,24
9/7/1996,Auburn,62,Fresno St,0,62
9/7/1996,Baylor,24,Louisiana Tech,16,8
9/7/1996,Boise St,33,Portland St,22,11
9/7/1996,California,45,San Jose St,25,20
9/7/1996,Cincinnati,24,Kentucky,3,21
9/7/1996,Clemson,19,Furman,3,16
9/7/1996,Colorado,48,Colorado St,34,14
9/7/1996,East Carolina,45,ETSU,21,24
9/7/1996,Florida,62,Ga Southern,14,48
9/7/1996,Florida St,44,Duke,7,37
9/7/1996,Georgia Tech,28,NC State,16,12
9/7/1996,Indiana,40,Toledo,6,34
9/7/1996,Iowa,21,Arizona,20,1
9/7/1996,Kansas St,59,Indiana St,3,56
9/7/1996,LSU,35,Houston,34,1
9/7/1996,Maryland,39,UAB,15,24
9/7/1996,Miami FL,52,Citadel,6,46
9/7/1996,Miami OH,16,Ball St,6,10
9/7/1996,Minnesota,30,ULM,3,27
9/7/1996,Mississippi,31,VMI,7,24
9/7/1996,Mississippi St,31,Memphis,10,21
9/7/1996,Montana,35,Oregon St,14,21
9/7/1996,Navy,10,Rutgers,6,4
9/7/1996,Nebraska,55,Michigan St,14,41
9/7/1996,New Mexico,49,Northern Arizona,33,16
9/7/1996,North Carolina,27,Syracuse,10,17
9/7/1996,North Texas,20,Illinois St,14,6
9/7/1996,Ohio,21,Hawaii,10,11
9/7/1996,Ohio St,70,Rice,7,63
9/7/1996,Oregon,44,Nevada,30,14
9/7/1996,Penn St,24,Louisville,7,17
9/7/1996,Pittsburgh,52,Kent,14,38
9/7/1996,San Diego St,40,Idaho,21,19
9/7/1996,South Carolina,33,UCF,14,19
9/7/1996,USC,55,Illinois,3,52
9/7/1996,SMU,23,Arkansas,10,13
9/7/1996,Tennessee,35,UCLA,20,15
9/7/1996,Texas,41,New Mexico St,7,34
9/7/1996,TCU,20,Oklahoma,7,13
9/7/1996,Texas Tech,31,Oklahoma St,3,28
9/7/1996,Utah,17,Stanford,10,7
9/7/1996,Utah St,57,CS Northridge,27,30
9/7/1996,Virginia,55,C Michigan,21,34
9/7/1996,Virginia Tech,21,Akron,18,3
9/7/1996,Wake Forest,28,Northwestern,27,1
9/7/1996,Washington St,38,Temple,34,4
9/7/1996,West Virginia,34,W Michigan,9,25
9/7/1996,W Illinois,17,N Illinois,0,17
9/7/1996,Wisconsin,24,E Michigan,3,21
9/7/1996,Wyoming,41,Iowa St,38,3
9/12/1996,Miami FL,33,Rutgers,0,33
9/14/1996,Alabama,36,Vanderbilt,26,10
9/14/1996,UAB,42,Arkansas St,17,25
9/14/1996,Arizona,41,Illinois,0,41
9/14/1996,Arizona St,52,North Texas,7,45
9/14/1996,Army,37,Ohio,20,17
9/14/1996,Auburn,45,Mississippi,28,17
9/14/1996,Baylor,14,Louisville,13,1
9/14/1996,Bowling Green,20,Temple,16,4
9/14/1996,California,42,San Diego St,37,5
9/14/1996,E Michigan,19,W Michigan,12,7
9/14/1996,E Washington,27,Boise St,21,6
9/14/1996,Georgia Tech,30,Wake Forest,10,20
9/14/1996,Houston,42,Pittsburgh,35,7
9/14/1996,Idaho,52,St Mary's CA,17,35
9/14/1996,Indiana,21,Miami OH,14,7
9/14/1996,Iowa,38,Iowa St,13,25
9/14/1996,Kansas,52,TCU,17,35
9/14/1996,Kansas St,35,Cincinnati,0,35
9/14/1996,Kent,28,Youngstown St,12,16
9/14/1996,Louisiana Tech,38,C Michigan,37,1
9/14/1996,Memphis,19,Missouri,16,3
9/14/1996,Michigan,20,Colorado,13,7
9/14/1996,Minnesota,26,Ball St,23,3
9/14/1996,Nevada,31,Montana St,7,24
9/14/1996,New Mexico,17,UCF,7,10
9/14/1996,Northwestern,38,Duke,13,25
9/14/1996,Notre Dame,35,Purdue,0,35
9/14/1996,Oklahoma St,30,Tulsa,9,21
9/14/1996,Oregon,35,Colorado St,28,7
9/14/1996,Penn St,49,N Illinois,0,49
9/14/1996,Rice,21,Tulane,14,7
9/14/1996,South Carolina,23,Georgia,14,9
9/14/1996,USC,46,Oregon St,17,29
9/14/1996,Southern Miss,31,Utah St,24,7
9/14/1996,ULL,29,Texas A&M,22,7
9/14/1996,Stanford,25,San Jose St,2,23
9/14/1996,UTEP,14,New Mexico St,7,7
9/14/1996,Toledo,27,Akron,10,17
9/14/1996,UCLA,44,ULM,0,44
9/14/1996,Utah,21,SMU,17,4
9/14/1996,Virginia,21,Maryland,3,18
9/14/1996,Virginia Tech,45,Boston College,7,38
9/14/1996,Washington,29,BYU,17,12
9/14/1996,West Virginia,10,East Carolina,9,1
9/14/1996,Wisconsin,52,UNLV,17,35
9/14/1996,Wyoming,66,Hawaii,0,66
9/19/1996,Florida St,51,NC State,17,34
9/21/1996,Alabama,17,Arkansas,7,10
9/21/1996,UAB,24,Jacksonville St,17,7
9/21/1996,Arizona St,19,Nebraska,0,19
9/21/1996,Army,35,Duke,17,18
9/21/1996,Ball St,31,UCF,10,21
9/21/1996,Baylor,42,Oregon St,10,32
9/21/1996,Bowling Green,14,Miami OH,10,4
9/21/1996,BYU,17,New Mexico,14,3
9/21/1996,CS Northridge,33,New Mexico St,0,33
9/21/1996,California,33,Nevada,15,18
9/21/1996,C Michigan,38,W Michigan,28,10
9/21/1996,Colorado St,35,UNLV,16,19
9/21/1996,East Carolina,23,South Carolina,7,16
9/21/1996,Florida,35,Tennessee,29,6
9/21/1996,Georgia,15,Texas Tech,12,3
9/21/1996,Hawaii,20,Boise St,14,6
9/21/1996,Illinois,38,Akron,7,31
9/21/1996,Iowa St,42,Northern Iowa,23,19
9/21/1996,Kansas St,34,Rice,7,27
9/21/1996,Kentucky,3,Indiana,0,3
9/21/1996,LSU,19,Auburn,15,4
9/21/1996,Louisiana Tech,38,Mississippi St,23,15
9/21/1996,Louisville,30,Michigan St,20,10
9/21/1996,Memphis,17,Tulane,10,7
9/21/1996,Michigan,20,Boston College,14,6
9/21/1996,Minnesota,35,Syracuse,33,2
9/21/1996,Mississippi,20,Vanderbilt,9,11
9/21/1996,Missouri,38,Clemson,24,14
9/21/1996,Navy,19,SMU,17,2
9/21/1996,North Carolina,16,Georgia Tech,0,16
9/21/1996,ULM,34,Sam Houston St,31,3
9/21/1996,N Illinois,31,Arkansas St,30,1
9/21/1996,Northwestern,28,Ohio,7,21
9/21/1996,Notre Dame,27,Texas,24,3
9/21/1996,Ohio St,72,Pittsburgh,0,72
9/21/1996,Oklahoma St,31,Utah St,17,14
9/21/1996,Penn St,41,Temple,0,41
9/21/1996,San Diego St,51,Oklahoma,31,20
9/21/1996,San Jose St,26,UTEP,25,1
9/21/1996,USC,26,Houston,9,17
9/21/1996,Southern Miss,52,ULL,27,25
9/21/1996,Texas A&M,55,North Texas,0,55
9/21/1996,Toledo,24,E Michigan,7,17
9/21/1996,Tulsa,27,Iowa,20,7
9/21/1996,Utah,45,Fresno St,17,28
9/21/1996,Virginia,42,Wake Forest,7,35
9/21/1996,Virginia Tech,30,Rutgers,14,16
9/21/1996,Washington,31,Arizona,17,14
9/21/1996,Washington St,55,Oregon,44,11
9/21/1996,West Virginia,20,Purdue,6,14
9/21/1996,Wisconsin,14,Stanford,0,14
9/21/1996,Wyoming,22,Air Force,19,3
9/26/1996,Georgia Tech,48,Duke,22,26
9/28/1996,Air Force,45,Rice,17,28
9/28/1996,Akron,27,W Michigan,7,20
9/28/1996,Arizona St,48,Oregon,27,21
9/28/1996,Arkansas,38,ULM,21,17
9/28/1996,Army,27,North Texas,10,17
9/28/1996,Boston College,43,Navy,38,5
9/28/1996,Bowling Green,31,C Michigan,27,4
9/28/1996,BYU,31,SMU,3,28
9/28/1996,California,48,Oregon St,42,6
9/28/1996,Cincinnati,30,Miami OH,23,7
9/28/1996,Clemson,21,Wake Forest,10,11
9/28/1996,Colorado,24,Texas A&M,10,14
9/28/1996,East Carolina,28,UCF,7,21
9/28/1996,Florida,65,Kentucky,0,65
9/28/1996,Florida St,13,North Carolina,0,13
9/28/1996,Fresno St,20,Hawaii,0,20
9/28/1996,Texas St,27,Idaho,21,6
9/28/1996,Iowa St,45,Missouri,31,14
9/28/1996,LSU,63,New Mexico St,7,56
9/28/1996,Miami FL,45,Pittsburgh,0,45
9/28/1996,Michigan,38,UCLA,9,29
9/28/1996,Michigan St,47,E Michigan,0,47
9/28/1996,Mississippi St,14,South Carolina,10,4
9/28/1996,Nebraska,65,Colorado St,9,56
9/28/1996,Nevada,63,Kent,42,21
9/28/1996,New Mexico,27,TCU,7,20
9/28/1996,Northwestern,35,Indiana,17,18
9/28/1996,Northwestern LA,20,Boise St,16,4
9/28/1996,Ohio St,29,Notre Dame,16,13
9/28/1996,Penn St,23,Wisconsin,20,3
9/28/1996,Purdue,42,NC State,21,21
9/28/1996,Southern Miss,24,Louisville,7,17
9/28/1996,ULL,37,Louisiana Tech,31,6
9/28/1996,Syracuse,52,Virginia Tech,21,31
9/28/1996,Texas Tech,58,Utah St,20,38
9/28/1996,UTEP,37,N Illinois,6,31
9/28/1996,Toledo,31,Weber St,24,7
9/28/1996,Tulsa,31,Oklahoma,24,7
9/28/1996,Utah,45,Kansas,42,3
9/28/1996,Virginia,37,Texas,13,24
9/28/1996,Washington St,52,San Jose St,16,36
9/28/1996,West Virginia,13,Maryland,0,13
9/28/1996,Wyoming,33,UNLV,21,12
10/3/1996,Tennessee,41,Mississippi,3,38
10/4/1996,BYU,45,Utah St,17,28
10/5/1996,Alabama,35,Kentucky,7,28
10/5/1996,UAB,24,WKU,0,24
10/5/1996,Arizona,34,Washington St,26,8
10/5/1996,Arizona St,56,Boise St,7,49
10/5/1996,Arkansas St,17,Cent Arkansas,7,10
10/5/1996,Army,39,Yale,13,26
10/5/1996,Auburn,28,South Carolina,24,4
10/5/1996,Ball St,28,W Michigan,5,23
10/5/1996,California,22,USC,15,7
10/5/1996,Colorado St,28,Hawaii,16,12
10/5/1996,Florida,42,Arkansas,7,35
10/5/1996,Florida St,34,Clemson,3,31
10/5/1996,Georgia,38,Mississippi St,19,19
10/5/1996,Georgia Tech,13,Virginia,7,6
10/5/1996,Houston,31,ULL,24,7
10/5/1996,Idaho,38,Cal Poly SLO,33,5
10/5/1996,Illinois,46,Indiana,43,3
10/5/1996,Iowa,37,Michigan St,30,7
10/5/1996,Kansas,52,Oklahoma,24,28
10/5/1996,Kent,32,Akron,17,15
10/5/1996,LSU,35,Vanderbilt,0,35
10/5/1996,Memphis,18,Cincinnati,16,2
10/5/1996,Miami OH,46,C Michigan,14,32
10/5/1996,Missouri,27,SMU,26,1
10/5/1996,Navy,64,Duke,27,37
10/5/1996,Nebraska,39,Kansas St,3,36
10/5/1996,Nevada,54,UNLV,17,37
10/5/1996,North Carolina,45,Wake Forest,6,39
10/5/1996,NC State,34,Maryland,8,26
10/5/1996,North Texas,24,N Illinois,21,3
10/5/1996,ULM,13,Northwestern LA,10,3
10/5/1996,Northwestern,17,Michigan,16,1
10/5/1996,Ohio,7,E Michigan,0,7
10/5/1996,Ohio St,38,Penn St,7,31
10/5/1996,Pittsburgh,53,Temple,52,1
10/5/1996,Purdue,30,Minnesota,27,3
10/5/1996,Rice,38,New Mexico,21,17
10/5/1996,Syracuse,42,Rutgers,0,42
10/5/1996,Texas,71,Oklahoma St,14,57
10/5/1996,Texas A&M,63,Louisiana Tech,13,50
10/5/1996,Texas Tech,45,Baylor,24,21
10/5/1996,Toledo,24,Bowling Green,16,8
10/5/1996,Tulane,35,TCU,7,28
10/5/1996,UCLA,41,Oregon,22,19
10/5/1996,Utah,34,UTEP,27,7
10/5/1996,Washington,27,Stanford,6,21
10/5/1996,West Virginia,34,Boston College,17,17
10/5/1996,Wyoming,45,San Jose St,22,23
10/10/1996,Southern Miss,28,East Carolina,7,21
10/11/1996,San Diego St,56,Hawaii,8,48
10/12/1996,Alabama,24,NC State,19,5
10/12/1996,Arizona St,42,UCLA,34,8
10/12/1996,Arkansas,38,Louisiana Tech,21,17
10/12/1996,Army,42,Rutgers,21,21
10/12/1996,Auburn,49,Mississippi St,15,34
10/12/1996,Ball St,30,Ohio,27,3
10/12/1996,Boston College,24,Cincinnati,17,7
10/12/1996,Bowling Green,31,Kent,24,7
10/12/1996,BYU,63,UNLV,28,35
10/12/1996,UCF,38,Samford,6,32
10/12/1996,C Michigan,42,Akron,0,42
10/12/1996,Clemson,13,Duke,6,7
10/12/1996,Colorado,35,Oklahoma St,13,22
10/12/1996,Florida,56,LSU,13,43
10/12/1996,Florida St,34,Miami FL,16,18
10/12/1996,Fresno St,28,San Jose St,18,10
10/12/1996,Houston,37,Memphis,20,17
10/12/1996,Iowa,31,Indiana,10,21
10/12/1996,Kansas St,35,Missouri,10,25
10/12/1996,Louisville,23,Tulane,20,3
10/12/1996,Miami OH,35,E Michigan,25,10
10/12/1996,Michigan St,42,Illinois,14,28
10/12/1996,Navy,20,Air Force,17,3
10/12/1996,Nebraska,49,Baylor,0,49
10/12/1996,Nevada,66,Boise St,28,38
10/12/1996,North Carolina,38,Maryland,7,31
10/12/1996,Northwestern,26,Minnesota,24,2
10/12/1996,Notre Dame,54,Washington,20,34
10/12/1996,Ohio St,17,Wisconsin,14,3
10/12/1996,Oklahoma,30,Texas,27,3
10/12/1996,Penn St,31,Purdue,14,17
10/12/1996,South Carolina,25,Kentucky,14,11
10/12/1996,USC,14,Arizona,7,7
10/12/1996,ULL,42,Arkansas St,31,11
10/12/1996,Stanford,27,Oregon,24,3
10/12/1996,Syracuse,55,Pittsburgh,7,48
10/12/1996,Tennessee,29,Georgia,17,12
10/12/1996,Texas A&M,24,Iowa St,21,3
10/12/1996,TCU,18,UTEP,0,18
10/12/1996,Texas Tech,30,Kansas,17,13
10/12/1996,Tulsa,20,Colorado St,14,6
10/12/1996,Utah St,53,New Mexico St,21,32
10/12/1996,Vanderbilt,19,North Texas,7,12
10/12/1996,Virginia Tech,38,Temple,0,38
10/12/1996,Washington St,24,Oregon St,3,21
10/12/1996,Wyoming,42,W Michigan,28,14
10/19/1996,Air Force,20,Notre Dame,17,3
10/19/1996,Akron,10,Miami OH,7,3
10/19/1996,Alabama,37,Mississippi,0,37
10/19/1996,UAB,39,ULL,29,10
10/19/1996,Arizona St,48,USC,35,13
10/19/1996,Arkansas St,38,SE Missouri St,9,29
10/19/1996,Army,34,Tulane,10,24
10/19/1996,Ball St,16,Bowling Green,11,5
10/19/1996,Boston College,37,Rutgers,13,24
10/19/1996,BYU,55,Tulsa,30,25
10/19/1996,C Michigan,41,E Michigan,36,5
10/19/1996,Cincinnati,31,Houston,20,11
10/19/1996,Clemson,28,Georgia Tech,25,3
10/19/1996,Colorado,20,Kansas,7,13
10/19/1996,Colorado St,36,San Jose St,13,23
10/19/1996,East Carolina,31,Miami FL,6,25
10/19/1996,Florida,51,Auburn,10,41
10/19/1996,Georgia,13,Vanderbilt,2,11
10/19/1996,Hawaii,38,UNLV,28,10
10/19/1996,Idaho,24,Nevada,15,9
10/19/1996,Iowa,21,Penn St,20,1
10/19/1996,Kansas St,23,Texas A&M,20,3
10/19/1996,LSU,41,Kentucky,14,27
10/19/1996,Louisiana Tech,61,Toledo,20,41
10/19/1996,Louisville,27,N Illinois,3,24
10/19/1996,Maryland,52,Wake Forest,0,52
10/19/1996,Michigan,27,Indiana,20,7
10/19/1996,Michigan St,27,Minnesota,9,18
10/19/1996,Nebraska,24,Texas Tech,10,14
10/19/1996,North Texas,13,New Mexico St,0,13
10/19/1996,ULM,39,UCF,38,1
10/19/1996,Northwestern,34,Wisconsin,30,4
10/19/1996,Ohio,24,Kent,15,9
10/19/1996,Ohio St,42,Purdue,14,28
10/19/1996,Oklahoma,28,Baylor,24,4
10/19/1996,Oklahoma St,28,Iowa St,27,1
10/19/1996,Oregon St,26,Stanford,12,14
10/19/1996,Rice,35,SMU,17,18
10/19/1996,San Diego St,48,New Mexico,42,6
10/19/1996,South Carolina,23,Arkansas,17,6
10/19/1996,Southern Miss,16,Memphis,0,16
10/19/1996,Utah,21,TCU,7,14
10/19/1996,Utah St,39,Boise St,14,25
10/19/1996,Virginia,62,NC State,14,48
10/19/1996,Washington,41,UCLA,21,20
10/19/1996,Washington St,21,California,18,3
10/19/1996,West Virginia,30,Temple,10,20
10/19/1996,Wyoming,42,Fresno St,21,21
10/26/1996,Air Force,34,Hawaii,7,27
10/26/1996,Akron,34,N Illinois,17,17
10/26/1996,Arizona,33,Oregon St,7,26
10/26/1996,Arizona St,41,Stanford,9,32
10/26/1996,Army,27,Miami OH,7,20
10/26/1996,Ball St,24,C Michigan,17,7
10/26/1996,Baylor,49,Iowa St,21,28
10/26/1996,BYU,45,TCU,21,24
10/26/1996,Cincinnati,10,Louisville,7,3
10/26/1996,Colorado,28,Texas,24,4
10/26/1996,Colorado St,27,San Diego St,18,9
10/26/1996,E Michigan,51,Kent,10,41
10/26/1996,Florida St,31,Virginia,24,7
10/26/1996,Fresno St,34,UNLV,23,11
10/26/1996,Georgia Tech,27,UCF,20,7
10/26/1996,Kansas St,42,Oklahoma,35,7
10/26/1996,Kentucky,24,Georgia,17,7
10/26/1996,LSU,28,Mississippi St,20,8
10/26/1996,Louisiana Tech,35,UAB,31,4
10/26/1996,Maryland,22,Duke,19,3
10/26/1996,Miami FL,10,West Virginia,7,3
10/26/1996,Michigan,44,Minnesota,10,34
10/26/1996,Michigan St,30,Wisconsin,13,17
