opponent,result,win,loss,margin,location,opponent rating
Colorado St,1,1,4,16,NEUTRAL,0.206637241577349
Kansas,1,2,2,3,NEUTRAL,0.461468409106728
WKU,1,1,3,3,NEUTRAL,0.342553580237944
East Carolina,1,1,2,5,NEUTRAL,0.422325163781733
Temple,1,2,2,2,NEUTRAL,0.512028757280504
San Jose St,1,0,3,6,NEUTRAL,0.189535560840525
UTEP,1,0,4,20,NEUTRAL,0
Air Force,0,1,2,38,NEUTRAL,0.405566733771046
New Mexico,0,2,1,32,NEUTRAL,0.467322466859127
Utah St,0,3,1,61,NEUTRAL,0.554522775475267
Wyoming,0,2,2,3,NEUTRAL,0.366320447159332
Akron,0,2,1,34,NEUTRAL,0.468439278341562
Bowling Green,0,1,3,7,NEUTRAL,0.198539249733228
Buffalo,0,4,0,38,NEUTRAL,0.67666826661266
Kent,0,1,3,40,NEUTRAL,0.372464722754322
Ohio,0,1,2,6,NEUTRAL,0.383990563702226
Arkansas,0,1,3,35,NEUTRAL,0.305320015266068
Auburn,0,3,1,54,NEUTRAL,0.599598609126301
LSU,0,4,0,31,NEUTRAL,0.711500999737627
Mississippi,0,3,1,35,NEUTRAL,0.685835027901907
Mississippi St,0,3,1,57,NEUTRAL,0.622108140829113
Texas A&M,0,2,2,52,NEUTRAL,0.574328224291171
Appalachian St,0,2,1,65,NEUTRAL,0.613493139622065
Arkansas St,0,3,1,27,NEUTRAL,0.586190140345498
Coastal Car,0,3,1,37,NEUTRAL,0.562656983830829
Ga Southern,0,2,1,31,NEUTRAL,0.517859857901788
Georgia St,0,1,3,4,NEUTRAL,0.260900799294566
Texas St,0,1,3,16,NEUTRAL,0.240328952479108
Troy,0,3,1,52,NEUTRAL,0.509031432989381
ULL,0,1,2,32,NEUTRAL,0.34815338022184
ULM,0,2,2,3,NEUTRAL,0.377004980239501
Arizona,0,2,2,31,NEUTRAL,0.456081077891128
Colorado,0,3,0,31,NEUTRAL,0.600727670817241
Utah,0,2,1,31,NEUTRAL,0.492292473321706
BYU,0,3,1,27,NEUTRAL,0.570176689449695
Massachusetts,0,2,3,48,NEUTRAL,0.320806256806363
Ball St,0,1,3,36,NEUTRAL,0.319517387269061
C Michigan,0,1,3,12,NEUTRAL,0.297900703761865
E Michigan,0,2,2,34,NEUTRAL,0.477162213146319
Toledo,0,2,1,63,NEUTRAL,0.513806207623047
W Michigan,0,2,2,68,NEUTRAL,0.441645449712729
Baylor,0,3,1,28,NEUTRAL,0.587264125459413
Kansas St,0,2,2,3,NEUTRAL,0.413495845449402
Oklahoma St,0,3,1,41,NEUTRAL,0.625008574041403
TCU,0,2,2,48,NEUTRAL,0.477491009014699
Texas Tech,0,3,1,77,NEUTRAL,0.670977701316187
West Virginia,0,3,0,35,NEUTRAL,0.727568364289778
Boston College,0,3,1,48,NEUTRAL,0.554919342753605
Clemson,0,4,0,41,NEUTRAL,0.73024402105122
Florida St,0,2,2,10,NEUTRAL,0.39117643460492
Louisville,0,2,2,24,NEUTRAL,0.465822708905669
NC State,0,3,0,11,NEUTRAL,0.682316513356804
Syracuse,0,4,0,52,NEUTRAL,0.692295959011521
Wake Forest,0,2,2,31,NEUTRAL,0.417602519809166
California,0,3,0,22,NEUTRAL,0.615321839147369
Oregon,0,3,1,48,NEUTRAL,0.54117232459368
Oregon St,0,1,3,23,NEUTRAL,0.361370923566096
Stanford,0,4,0,20,NEUTRAL,0.731985260033447
Washington,0,3,1,42,NEUTRAL,0.584844456200008
Washington St,0,3,1,35,NEUTRAL,0.566455826749488
Charlotte,0,2,2,24,NEUTRAL,0.352961259526765
FL Atlantic,0,2,2,21,NEUTRAL,0.423680174314451
Marshall,0,2,1,16,NEUTRAL,0.487936700870977
MTSU,0,1,2,24,NEUTRAL,0.332060018843605
Cincinnati,0,4,0,56,NEUTRAL,0.628466844833673
Connecticut,0,1,3,7,NEUTRAL,0.269255346670363
South Florida,0,4,0,20,NEUTRAL,0.62650075559751
UCF,0,3,0,38,NEUTRAL,0.699914201936934
Duke,0,4,0,42,NEUTRAL,0.732522780374859
Georgia Tech,0,1,3,41,NEUTRAL,0.360988042282189
Miami FL,0,3,1,77,NEUTRAL,0.647316976176586
Pittsburgh,0,2,2,26,NEUTRAL,0.442482674338122
Virginia,0,3,1,29,NEUTRAL,0.603675654298719
Virginia Tech,0,2,1,45,NEUTRAL,0.483899692767859
Florida,0,3,1,47,NEUTRAL,0.597194375666268
Georgia,0,4,0,45,NEUTRAL,0.803403380339905
Kentucky,0,4,0,38,NEUTRAL,0.734277220444719
Missouri,0,3,1,37,NEUTRAL,0.591647577478629
Tennessee,0,2,2,56,NEUTRAL,0.383204672587451
Fresno St,0,2,1,66,NEUTRAL,0.534909711498817
Hawaii,0,4,1,21,NEUTRAL,0.568194479469509
Nevada,0,2,2,53,NEUTRAL,0.341617509875166
San Diego St,0,3,1,14,NEUTRAL,0.536565586524716
UNLV,0,2,2,29,NEUTRAL,0.387536834498975
Houston,0,3,1,56,NEUTRAL,0.611347135231981
Memphis,0,3,1,52,NEUTRAL,0.652949336969909
Navy,0,2,2,30,NEUTRAL,0.439350936330724
Tulane,0,1,3,25,NEUTRAL,0.359190926046147
Tulsa,0,1,3,11,NEUTRAL,0.3470604060914
Illinois,0,2,2,20,NEUTRAL,0.466041434901962
Iowa,0,3,1,24,NEUTRAL,0.546854027037005
Louisiana Tech,0,2,1,37,NEUTRAL,0.506073596613113
North Texas,0,4,0,42,NEUTRAL,0.692181165987794
Rice,0,1,3,3,NEUTRAL,0.303739110812558
Southern Miss,0,2,1,48,NEUTRAL,0.507640804235051
UAB,0,2,1,52,NEUTRAL,0.468637399871068
