opponent,result,date,win,loss,margin,location,opponent rating
Colorado St,1,0-0-0,3,9,16,NEUTRAL,0.161064288308334
ULM,1,0-0-0,6,6,3,NEUTRAL,0.344645210077282
Kansas,1,0-0-0,3,9,3,NEUTRAL,0.221018492957153
WKU,1,0-0-0,3,9,3,NEUTRAL,0.216702075652369
East Carolina,1,0-0-0,3,9,5,NEUTRAL,0.235473530796368
Temple,1,0-0-0,8,4,2,NEUTRAL,0.574495390132135
San Jose St,1,0-0-0,1,11,6,NEUTRAL,0.159323559459047
UTEP,1,0-0-0,1,11,20,NEUTRAL,0
Air Force,0,0-0-0,5,7,38,NEUTRAL,0.419626714314724
New Mexico,0,0-0-0,3,9,32,NEUTRAL,0.236699965704469
Utah St,0,0-0-0,10,2,61,NEUTRAL,0.667466493543272
Wyoming,0,0-0-0,6,6,3,NEUTRAL,0.419358145826074
Akron,0,0-0-0,4,8,34,NEUTRAL,0.227510841608756
Bowling Green,0,0-0-0,3,9,7,NEUTRAL,0.140385424802793
Buffalo,0,0-0-0,10,3,38,NEUTRAL,0.548891754404769
Kent,0,0-0-0,2,10,40,NEUTRAL,0.134175713618153
Ohio,0,0-0-0,8,4,6,NEUTRAL,0.603861584109007
Alabama,0,0-0-0,13,0,33,NEUTRAL,1
Arkansas,0,0-0-0,2,10,35,NEUTRAL,0.269664580760485
Auburn,0,0-0-0,7,5,54,NEUTRAL,0.597819822758721
LSU,0,0-0-0,9,3,31,NEUTRAL,0.726814543315172
Mississippi,0,0-0-0,5,7,35,NEUTRAL,0.441826253707439
Mississippi St,0,0-0-0,8,4,57,NEUTRAL,0.700152924782952
Texas A&M,0,0-0-0,8,4,52,NEUTRAL,0.612204350528535
Appalachian St,0,0-0-0,10,2,65,NEUTRAL,0.659401122251941
Appalachian St,0,0-0-0,10,2,11,NEUTRAL,0.659401122251941
Coastal Car,0,0-0-0,5,7,37,NEUTRAL,0.311564379778839
Ga Southern,0,0-0-0,9,3,31,NEUTRAL,0.580629140209413
Georgia St,0,0-0-0,2,10,4,NEUTRAL,0.192094577935086
Troy,0,0-0-0,9,3,52,NEUTRAL,0.559089094366952
Arizona,0,0-0-0,5,7,31,NEUTRAL,0.42753875764292
Colorado,0,0-0-0,5,7,31,NEUTRAL,0.347842752816767
Utah,0,0-0-0,9,4,31,NEUTRAL,0.642840902543242
Arkansas St,0,0-0-0,8,4,27,NEUTRAL,0.542798882966119
South Alabama,0,0-0-0,3,9,38,NEUTRAL,0.198141556916694
Texas St,0,0-0-0,3,9,16,NEUTRAL,0.205154738347006
ULL,0,0-0-0,6,5,32,NEUTRAL,0.470730482744223
ULM,0,0-0-0,6,6,3,NEUTRAL,0.344645210077282
Army,0,0-0-0,9,2,18,NEUTRAL,0.592703055035996
Army,0,0-0-0,9,2,14,NEUTRAL,0.592703055035996
BYU,0,0-0-0,6,6,27,NEUTRAL,0.468920807623431
Liberty,0,0-0-0,6,6,7,NEUTRAL,0.340221082457989
Liberty,0,0-0-0,6,6,35,NEUTRAL,0.340221082457989
Massachusetts,0,0-0-0,4,8,48,NEUTRAL,0.249056873231254
New Mexico St,0,0-0-0,3,9,10,NEUTRAL,0.135628013475393
Ball St,0,0-0-0,4,8,36,NEUTRAL,0.194642348013845
C Michigan,0,0-0-0,1,11,12,NEUTRAL,0.107247264944998
E Michigan,0,0-0-0,7,5,34,NEUTRAL,0.451471882561525
Toledo,0,0-0-0,7,5,63,NEUTRAL,0.486054902807487
W Michigan,0,0-0-0,7,5,68,NEUTRAL,0.460361066971564
Baylor,0,0-0-0,6,6,28,NEUTRAL,0.43300358027017
