opponent,result,date,win,loss,margin,location,opponent rating
UTEP,1,2018-9-8,1,11,28,HOME,0
FCS,1,2018-9-15,8,106,29,HOME,0.000769998244192226
San Diego St,1,2018-11-10,7,5,3,AWAY,0.479206894566261
Nevada,1,2018-11-24,7,5,5,HOME,0.440983667473
USC,0,2018-9-1,5,7,22,AWAY,0.440537069586333
Arkansas St,0,2018-9-22,8,4,7,AWAY,0.542798882966119
New Mexico,0,2018-10-6,3,9,36,HOME,0.236699965704469
Utah St,0,2018-10-13,10,2,31,AWAY,0.667466493543272
Air Force,0,2018-10-19,5,7,6,HOME,0.419626714314724
San Jose St,0,2018-10-27,1,11,13,AWAY,0.159323559459047
Fresno St,0,2018-11-3,11,2,45,HOME,0.703094438818044
Hawaii,0,2018-11-17,8,5,7,AWAY,0.423791787116062
