opponent,result,date,win,loss,margin,location,opponent rating
Connecticut,1,2018-8-30,1,11,39,AWAY,0.0609382834729059
FCS,1,2018-9-8,8,106,38,HOME,0.000769998244192226
FL Atlantic,1,2018-9-21,5,7,20,HOME,0.461693554039236
Pittsburgh,1,2018-9-29,7,6,31,HOME,0.539907904792352
SMU,1,2018-10-6,5,7,28,HOME,0.344428491763609
Memphis,1,2018-10-13,8,5,1,AWAY,0.555004023858093
East Carolina,1,2018-10-20,3,9,27,AWAY,0.235473530796368
Temple,1,2018-11-1,8,4,12,HOME,0.574495390132135
Navy,1,2018-11-10,3,9,11,HOME,0.324077406998877
Cincinnati,1,2018-11-17,10,2,25,HOME,0.662508498612961
South Florida,1,2018-11-23,7,5,28,AWAY,0.43506939815558
Memphis,1,2018-12-1,8,5,15,HOME,0.555004023858093
