opponent,result,date,win,loss,margin,location,opponent rating
FCS,1,2018-9-1,8,106,52,HOME,0.000769998244192226
Georgia St,1,2018-9-14,2,10,37,HOME,0.192094577935086
South Alabama,1,2018-9-22,3,9,17,HOME,0.198141556916694
Connecticut,1,2018-10-6,1,11,41,HOME,0.0609382834729059
East Carolina,1,2018-11-3,3,9,18,AWAY,0.235473530796368
Tulsa,1,2018-11-10,3,9,26,HOME,0.248278564102298
SMU,1,2018-11-16,5,7,10,AWAY,0.344428491763609
Houston,1,2018-11-23,8,4,21,HOME,0.525693614507003
Navy,0,2018-9-8,3,9,1,AWAY,0.324077406998877
Tulane,0,2018-9-28,6,6,16,AWAY,0.416988084377754
UCF,0,2018-10-13,12,0,1,HOME,0.824142322793354
Missouri,0,2018-10-20,8,4,32,AWAY,0.711730361401004
UCF,0,2018-12-1,12,0,15,AWAY,0.824142322793354
