opponent,result,date,win,loss,margin,location,opponent rating
Minnesota,1,2018-10-20,6,6,25,HOME,0.458137990603829
FCS,1,2018-10-27,8,106,36,HOME,0.000769998244192226
Illinois,1,2018-11-10,4,8,19,HOME,0.251073638319793
Michigan St,1,2018-11-17,7,5,3,HOME,0.544591531393688
Colorado,0,2018-9-8,5,7,5,HOME,0.347842752816767
Troy,0,2018-9-15,9,3,5,HOME,0.559089094366952
Michigan,0,2018-9-22,10,2,46,AWAY,0.822928100511648
Purdue,0,2018-9-29,6,6,14,HOME,0.5428304930475
Wisconsin,0,2018-10-6,7,5,17,AWAY,0.528155201562796
Northwestern,0,2018-10-13,8,5,3,AWAY,0.565096527710274
Ohio St,0,2018-11-3,12,1,5,AWAY,0.794079344659673
Iowa,0,2018-11-23,8,4,3,AWAY,0.648865014312003
