opponent,result,date,win,loss,margin,location,opponent rating
Rice,1,2018-9-1,2,11,18,AWAY,0.087561129839736
Arizona,1,2018-9-8,5,7,27,HOME,0.42753875764292
FCS,1,2018-9-22,8,106,56,HOME,0.000769998244192226
Tulsa,1,2018-10-4,3,9,15,HOME,0.248278564102298
East Carolina,1,2018-10-13,3,9,22,AWAY,0.235473530796368
Navy,1,2018-10-20,3,9,13,AWAY,0.324077406998877
South Florida,1,2018-10-27,7,5,21,HOME,0.43506939815558
Tulane,1,2018-11-15,6,6,31,HOME,0.416988084377754
Texas Tech,0,2018-9-15,5,7,14,AWAY,0.433867128284314
SMU,0,2018-11-3,5,7,14,AWAY,0.344428491763609
Temple,0,2018-11-10,8,4,10,HOME,0.574495390132135
Memphis,0,2018-11-23,8,5,21,AWAY,0.555004023858093
