opponent,result,date,win,loss,margin,location,opponent rating
FCS,1,2018-9-8,8,106,23,HOME,0.000769998244192226
Colorado,1,2018-10-27,5,7,7,AWAY,0.347842752816767
Ohio St,0,2018-9-1,12,1,46,AWAY,0.794079344659673
Nevada,0,2018-9-15,7,5,2,AWAY,0.440983667473
Arizona,0,2018-9-22,5,7,21,HOME,0.42753875764292
Arizona St,0,2018-9-29,7,5,28,AWAY,0.545411390581512
Washington St,0,2018-10-6,10,2,19,HOME,0.674582596015174
California,0,2018-10-20,7,5,42,HOME,0.419560912467013
USC,0,2018-11-3,5,7,17,HOME,0.440537069586333
Stanford,0,2018-11-10,8,4,31,AWAY,0.61294634639621
Washington,0,2018-11-17,10,3,19,AWAY,0.679428969852715
Oregon,0,2018-11-23,8,4,40,HOME,0.505073020726282
