rank,team,winpercentage,rating,averageMOV,averageMOL,conference,rawRank
1,Florida,0.928571428571429,1,33.1538461538462,1,Southeastern Conference,0.800267169434939
2,Texas,0.923076923076923,0.938490558915794,26.0833333333333,6,Big 12 Conference,0.703218544720324
3,Oklahoma,0.857142857142857,0.93828924728057,32.75,10,Big 12 Conference,0.702900918418183
4,USC,0.923076923076923,0.897990609840793,31.4166666666667,6,Pacific-10 Conference,0.639318364736073
5,Penn State,0.846153846153846,0.842104415097841,30.3636363636364,7.5,Big Ten Conference,0.551142009239343
6,Alabama,0.857142857142857,0.779443061606507,20.5833333333333,12.5,Southeastern Conference,0.452275915294643
7,Boise State,0.923076923076923,0.776638359392306,27.1666666666667,1,Western Athletic Conference,0.447850700470472
8,Texas Tech,0.846153846153846,0.764995829641345,24,28.5,Big 12 Conference,0.42948130088595
9,TCU,0.846153846153846,0.74455923959452,28.9090909090909,14,Mountain West,0.397236771881228
10,Utah,1,0.742622332504631,19.6923076923077,0,Mountain West,0.394180750458903
11,Ohio State,0.769230769230769,0.73724600965683,22,14,Big Ten Conference,0.385698073162905
12,Missouri,0.714285714285714,0.721736675648678,28.4,18.5,Big 12 Conference,0.361227690908218
13,Georgia,0.769230769230769,0.711592177438194,14.3,17.6666666666667,Southeastern Conference,0.345221861830097
14,Oregon,0.769230769230769,0.698731665582826,22.7,16.3333333333333,Pacific-10 Conference,0.324930749383621
15,Iowa,0.692307692307692,0.687813308109537,26.3333333333333,3,Big Ten Conference,0.307703937344193
16,Mississippi,0.692307692307692,0.677690647839519,21,4.75,Southeastern Conference,0.291732563831525
17,Oklahoma State,0.692307692307692,0.659328565450966,26.2222222222222,17.75,Big 12 Conference,0.262761160260356
18,North Carolina,0.615384615384615,0.653988370224626,15.625,8,Atlantic Coast Conference,0.254335484542248
19,Tulsa,0.785714285714286,0.651984429150049,29.0909090909091,16.6666666666667,Conference USA,0.251173697967517
20,Ball State,0.857142857142857,0.648152018210817,21,25,Mid-American Conference,0.245126980513857
21,Nebraska,0.692307692307692,0.64611142924259,18.7777777777778,20,Big 12 Conference,0.241907371480201
22,Florida State,0.692307692307692,0.642718825439969,24.8888888888889,13,Atlantic Coast Conference,0.236554574766097
23,Kansas,0.615384615384615,0.629795373350159,19.5,19.4,Big 12 Conference,0.216164156167655
24,West Virginia,0.692307692307692,0.619758664095501,14.3333333333333,7.75,Big East Conference,0.200328394801761
25,Arizona,0.615384615384615,0.614566981874096,28.375,5.6,Pacific-10 Conference,0.192137040641728
26,Virginia Tech,0.714285714285714,0.608508145885555,9.7,5.5,Atlantic Coast Conference,0.1825775048515
27,California,0.692307692307692,0.607060244496862,23.8888888888889,12.5,Pacific-10 Conference,0.180293028957869
28,Rice,0.769230769230769,0.606927581392215,19.8,31.3333333333333,Conference USA,0.180083715156284
29,BYU,0.769230769230769,0.604725813118212,21.9,19.6666666666667,Mountain West,0.176609799987461
30,Oregon State,0.692307692307692,0.601479152976573,18.4444444444444,17.25,Pacific-10 Conference,0.171487270897383
31,Cincinnati,0.785714285714286,0.599807797884759,13,21,Big East Conference,0.168850233183793
32,Northwestern,0.692307692307692,0.592117835982219,12.8888888888889,15.25,Big Ten Conference,0.156717132745008
33,Pittsburgh,0.692307692307692,0.591953015478871,12.5555555555556,10,Big East Conference,0.156457081553861
34,Rutgers,0.615384615384615,0.584013810813138,24.125,12.2,Big East Conference,0.143930729815498
35,Connecticut,0.615384615384615,0.570147624842049,18.125,15.6,Big East Conference,0.12205288057809
