rank,team,winpercentage,rating,averageMOV,averageMOL,conference,rawRank
1,Alabama,0.923076923076923,1,29.1666666666667,3,Southeastern Conference,0.738122213464929
2,LSU,0.928571428571429,0.9979577386662,27.9230769230769,21,Southeastern Conference,0.735107518025471
3,Oklahoma State,0.923076923076923,0.955379795387035,24.25,6,Big 12 Conference,0.672255849859204
4,Boise State,0.923076923076923,0.896166561618156,27.75,1,Mountain West Conference,0.584847904937444
5,Oregon,0.857142857142857,0.877409323074961,26.3333333333333,8,Pac-12 Conference,0.557159302776949
6,Oklahoma,0.769230769230769,0.877351747754298,27.1,14.6666666666667,Big 12 Conference,0.557074312583931
7,Stanford,0.846153846153846,0.845401654273723,27.4545454545455,13,Pac-12 Conference,0.509911004138955
8,Michigan,0.846153846153846,0.836082177892031,20.8181818181818,11,Big Ten Conference,0.496154007072426
9,Houston,0.928571428571429,0.822613373706882,30.5384615384615,21,Conference USA,0.476271956738042
10,Wisconsin,0.785714285714286,0.817035549138874,33.5454545454545,5.66666666666667,Big Ten Conference,0.468038219938487
11,Arkansas,0.846153846153846,0.77895398734321,21.5454545454545,24,Southeastern Conference,0.411823910293925
12,South Carolina,0.846153846153846,0.762395682400968,15.5454545454545,9.5,Southeastern Conference,0.387381276182251
13,TCU,0.846153846153846,0.741088156622419,23.7272727272727,4.5,Mountain West Conference,0.355928053341671
14,USC,0.833333333333333,0.737628797351183,17.5,14.5,Pac-12 Conference,0.350821500896675
15,Georgia,0.714285714285714,0.720460298762601,21.2,13,Southeastern Conference,0.325478125984028
16,Southern Mississippi,0.857142857142857,0.705222550225932,19.5,4.5,Conference USA,0.302984838584204
17,Michigan State,0.785714285714286,0.697319768180391,19.9090909090909,14,Big Ten Conference,0.291319102831478
18,Baylor,0.769230769230769,0.680757164602294,16.8,21,Big 12 Conference,0.266870123305647
19,Northern Illinois,0.785714285714286,0.680069349807326,14.9090909090909,17.3333333333333,Mid-American Conference,0.265854801629415
20,Nebraska,0.692307692307692,0.67810401247899,17.1111111111111,19.75,Big Ten Conference,0.262953658004335
21,Florida State,0.692307692307692,0.673286956296797,24.7777777777778,5.25,Atlantic Coast Conference,0.255842933660119
22,West Virginia,0.769230769230769,0.671799781002638,19.6,18.3333333333333,Big East Conference,0.253647631559363
23,Toledo,0.692307692307692,0.671091104664246,19.2222222222222,9,Mid-American Conference,0.252601515046599
24,Texas A&M,0.538461538461538,0.655725238469076,25,5.5,Big 12 Conference,0.229919106064916
25,Virginia Tech,0.785714285714286,0.655432677154464,17.7272727272727,17,Atlantic Coast Conference,0.229487240020924
26,Tulsa,0.615384615384615,0.655105963881956,23.625,22.8,Conference USA,0.229004960432144
27,Missouri,0.615384615384615,0.648712125943792,21.125,9.6,Big 12 Conference,0.219566660933406
