opponent,result,win,loss,margin,location,opponent rating
Cleveland,1,1,3,0,AWAY,0.213953705447583
Tampa Bay,1,2,2,3,AWAY,0.631218766248929
Kansas City,0,4,0,5,HOME,0.910252840293115
Baltimore,0,3,1,12,HOME,0.688072320543892
