opponent,result,win,loss,margin,location,opponent rating
Buffalo,1,1,3,11,AWAY,0.104044215816892
San Francisco,1,1,3,2,HOME,0.297202411097089
Kansas City,0,4,0,10,HOME,0.910252840293115
LA Rams,0,5,0,12,AWAY,0.927631981130382
