rank,team,winpercentage,rating,averageMOV,averageMOL,conference,rawRank
1,Alabama,1,1,33.25,0,SEC-West,0.858091274835756
2,Penn St,1,0.979463884664419,30.4285714285714,0,B1G-East,0.823223448593267
3,UCF,1,0.927702061617471,29.8333333333333,0,AAC-East,0.735338168309838
4,Georgia,1,0.920358314119263,25,0,SEC-East,0.722869378131908
5,Notre Dame,0.857142857142857,0.896247008526954,29.1666666666667,1,Independent,0.681931313656327
6,Ohio St,0.857142857142857,0.889150779300196,39.6666666666667,15,B1G-East,0.669882779529811
7,Wisconsin,1,0.840135172292936,23.2857142857143,0,B1G-West,0.58666023999904
8,Clemson,0.857142857142857,0.82468322337281,23.6666666666667,3,ACC-Atlantic,0.560424709960846
9,TCU,1,0.824259288375305,26.7142857142857,0,Big-XII,0.559704919886328
10,Washington,0.857142857142857,0.795451634108097,32.8333333333333,6,Pac-12-North,0.510793026539871
11,Oklahoma St,0.857142857142857,0.774871981428337,27.1666666666667,13,Big-XII,0.475851279161754
12,Mississippi St,0.714285714285714,0.744004462459091,35.6,33.5,SEC-West,0.423441986029374
13,Oklahoma,0.857142857142857,0.739602477516231,21,7,Big-XII,0.415967950901099
14,Miami FL,1,0.726668455067771,14.6666666666667,0,ACC-Coastal,0.394007553830298
15,Auburn,0.75,0.725345928334424,29.5,6,SEC-West,0.391762064275022
16,Michigan,0.714285714285714,0.724339074666577,15.8,16.5,B1G-East,0.390052549224698
17,South Florida,1,0.722007875520837,22.8571428571429,0,AAC-East,0.386094456593702
18,Virginia Tech,0.857142857142857,0.711750586700586,30.6666666666667,14,ACC-Coastal,0.368678827669405
19,NC State,0.857142857142857,0.710801050320001,16,7,ACC-Atlantic,0.367066630355819
20,Washington St,0.875,0.698916640117946,22.1428571428571,34,Pac-12-North,0.346888347224849
21,Michigan St,0.857142857142857,0.689556584096061,10.1666666666667,20,B1G-East,0.330996110427102
22,Georgia Tech,0.666666666666667,0.680878374903174,21.25,1,ACC-Coastal,0.316261566671358
23,Fresno St,0.714285714285714,0.677064759731834,33,31.5,MW-West,0.309786511904418
24,Memphis,0.857142857142857,0.669065581221215,11.6666666666667,27,AAC-West,0.296204879630589
