8/23/2001,Louisville,45,New Mexico St,24,21
8/25/2001,BYU,70,Tulane,35,35
8/25/2001,Nebraska,21,TCU,7,14
8/25/2001,Oklahoma,41,North Carolina,27,14
8/25/2001,Wisconsin,26,Virginia,17,9
8/26/2001,Fresno St,24,Colorado,22,2
8/26/2001,Georgia Tech,13,Syracuse,7,6
8/30/2001,Akron,31,Ohio,29,2
8/30/2001,UAB,41,Montana St,13,28
8/30/2001,Arizona,23,San Diego St,10,13
8/30/2001,Arkansas,14,UNLV,10,4
8/30/2001,C Michigan,42,E Kentucky,28,14
8/30/2001,MTSU,37,Vanderbilt,28,9
8/30/2001,N Illinois,20,South Florida,17,3
8/30/2001,Rutgers,31,Buffalo,15,16
8/30/2001,Temple,45,Navy,26,19
8/30/2001,Toledo,38,Minnesota,7,31
8/30/2001,Tulsa,51,Indiana St,0,51
8/30/2001,Washington St,36,Idaho,7,29
8/30/2001,W Michigan,48,Illinois St,7,41
9/1/2001,Auburn,30,Ball St,0,30
9/1/2001,Boston College,34,West Virginia,10,24
9/1/2001,Bowling Green,20,Missouri,13,7
9/1/2001,BYU,52,Nevada,7,45
9/1/2001,Clemson,21,UCF,13,8
9/1/2001,Colorado,41,Colorado St,14,27
9/1/2001,E Michigan,16,SE Missouri St,12,4
9/1/2001,Florida,49,Marshall,14,35
9/1/2001,Florida St,55,Duke,13,42
9/1/2001,Georgia,45,Arkansas St,17,28
9/1/2001,Georgia Tech,35,Citadel,7,28
9/1/2001,Illinois,44,California,17,27
9/1/2001,Iowa,51,Kent,0,51
9/1/2001,Kansas,24,Missouri St,10,14
9/1/2001,LSU,48,Tulane,17,31
9/1/2001,Louisiana Tech,36,SMU,6,30
9/1/2001,Louisville,36,Kentucky,10,26
9/1/2001,Maryland,23,North Carolina,7,16
9/1/2001,Miami FL,33,Penn St,7,26
9/1/2001,Michigan,31,Miami OH,13,18
9/1/2001,Mississippi,49,Murray St,14,35
9/1/2001,Nebraska,42,Troy,14,28
9/1/2001,New Mexico,26,UTEP,6,20
9/1/2001,Oklahoma,44,Air Force,3,41
9/1/2001,Oregon,31,Wisconsin,28,3
9/1/2001,Pittsburgh,31,ETSU,0,31
9/1/2001,Rice,21,Houston,14,7
9/1/2001,Sam Houston St,20,ULM,9,11
9/1/2001,South Carolina,32,Boise St,13,19
9/1/2001,USC,21,San Jose St,10,11
9/1/2001,Southern Miss,17,Oklahoma St,9,8
9/1/2001,ULL,20,Nicholls St,0,20
9/1/2001,Tennessee,33,Syracuse,9,24
9/1/2001,Texas,41,New Mexico St,7,34
9/1/2001,Texas A&M,38,McNeese St,24,14
9/1/2001,TCU,19,North Texas,5,14
9/1/2001,UCLA,20,Alabama,17,3
9/1/2001,Utah,23,Utah St,19,4
9/1/2001,Virginia,17,Richmond,16,1
9/1/2001,Virginia Tech,52,Connecticut,10,42
9/1/2001,Wake Forest,21,East Carolina,19,2
9/1/2001,Wyoming,20,Furman,14,6
