rank,team,winpercentage,rating,averageMOV,averageMOL,conference,rawRank
1,Alabama,1,1,32.5714285714286,0,SEC-West,0.829520906453
2,Penn St,1,0.943905055566654,30.6666666666667,0,B1G-East,0.738522899582054
3,Ohio St,0.857142857142857,0.883488879344057,39.6666666666667,15,B1G-East,0.640514929793257
4,Georgia,1,0.874850687674476,25,0,SEC-East,0.626501933844203
5,UCF,1,0.854114756992916,33.8,0,AAC-East,0.59286381584281
6,TCU,1,0.825151884025133,24,0,Big-XII,0.545879836371178
7,Clemson,0.857142857142857,0.819095276351702,23.6666666666667,3,ACC-Atlantic,0.536054722324299
8,Notre Dame,0.833333333333333,0.805483430722481,28,1,Independent,0.513973395134317
9,Wisconsin,1,0.79560967954207,23,0,B1G-West,0.497956057262463
10,Michigan,0.833333333333333,0.760695119440673,15.8,4,B1G-East,0.441317167378302
11,Oklahoma St,0.833333333333333,0.7606652965508,32,13,Big-XII,0.441268788272828
12,Washington,0.857142857142857,0.75185412079734,32.8333333333333,6,Pac-12-North,0.426975175177903
13,Oklahoma,0.833333333333333,0.719503227384082,23.8,7,Big-XII,0.374495101355155
14,Miami FL,1,0.705090749697763,16,0,ACC-Coastal,0.351114977609941
15,NC State,0.857142857142857,0.701222017786518,16,7,ACC-Atlantic,0.344839066360408
16,Michigan St,0.833333333333333,0.675379439216546,10.6,20,B1G-East,0.302916872343114
17,Stanford,0.714285714285714,0.671812968329918,26.8,10.5,Pac-12-North,0.297131293164176
18,South Florida,1,0.671135697018247,25.6666666666667,0,AAC-East,0.296032614150359
19,Iowa,0.666666666666667,0.661423577705474,17.5,4.5,B1G-West,0.280277477741282
20,Auburn,0.714285714285714,0.656772556445483,29,6,SEC-West,0.272732525716447
21,Texas A&M,0.714285714285714,0.649280454419909,10,4.5,SEC-West,0.260578732562035
22,USC,0.857142857142857,0.647149508126424,13,3,Pac-12-South,0.257121881556555
23,Mississippi St,0.666666666666667,0.634872381030742,35,33.5,SEC-West,0.237205753516982
24,Boise St,0.666666666666667,0.63023923813473,14.75,11,MW-Mountain,0.22968980400532
25,Kentucky,0.833333333333333,0.62336521525788,7.6,1,SEC-East,0.218538667528488
26,Virginia,0.833333333333333,0.616151533133195,14,17,ACC-Coastal,0.206836531061969
27,Utah,0.666666666666667,0.607900051907578,17.75,2,Pac-12-South,0.193450862283815
28,Navy,0.833333333333333,0.605797067829812,9.6,3,AAC-West,0.190039371969231
29,Georgia Tech,0.6,0.605739278849116,23.6666666666667,1,ACC-Coastal,0.189945625881077
30,San Diego St,0.857142857142857,0.600864261434816,12.5,17,MW-West,0.182037304147625
31,Wake Forest,0.666666666666667,0.600568347254242,26.25,10.5,ACC-Atlantic,0.181557268006791
32,Virginia Tech,0.833333333333333,0.593634894961132,26.4,14,ACC-Coastal,0.170309724292355
33,Marshall,0.833333333333333,0.59033789233912,17.2,17,CUSA-East,0.164961280317114
34,Iowa St,0.666666666666667,0.588875643488783,24.25,6.5,Big-XII,0.162589199701129
35,Fresno St,0.666666666666667,0.58115740312967,35.25,31.5,MW-West,0.150068561738364
36,SMU,0.666666666666667,0.572854111960112,27.5,16.5,AAC-West,0.136598846171486
37,Purdue,0.5,0.572828765167066,23,11,B1G-West,0.136557728229414
38,Washington St,0.857142857142857,0.571692229002795,21.1666666666667,34,Pac-12-North,0.134714023310068
39,South Carolina,0.714285714285714,0.57138723958234,11.6,8.5,SEC-East,0.134219265185491
40,Florida St,0.4,0.571319453878309,7,9,ACC-Atlantic,0.134109302256955
41,Oregon,0.571428571428571,0.566432703431182,30,22.3333333333333,Pac-12-North,0.126181947051959
42,Louisiana Tech,0.5,0.557795404849132,15.6666666666667,12.6666666666667,CUSA-West,0.112170399940055
43,Toledo,0.833333333333333,0.554143219402492,15,22,MAC-West,0.106245773395964
44,Memphis,0.833333333333333,0.548143464917032,13.2,27,AAC-West,0.0965128873658035
45,LSU,0.714285714285714,0.53588280878235,15.2,16.5,SEC-West,0.076623478762956
46,Florida,0.5,0.530818954714349,7,6.33333333333333,SEC-East,0.0684088235509877
47,Indiana,0.5,0.527658847642124,26.3333333333333,22,B1G-East,0.0632824534240602
48,Texas,0.5,0.520990175915547,24,6,Big-XII,0.0524644405128908
49,Mississippi,0.5,0.519392139880496,21.3333333333333,31.6666666666667,SEC-West,0.0498720840092941
50,Tulane,0.5,0.519058884218515,22.3333333333333,19,AAC-West,0.049331472011474
51,Appalachian St,0.666666666666667,0.518453563540504,17.75,11,Sun Belt,0.0483495122784874
52,N Illinois,0.666666666666667,0.516738747860803,13.5,4.5,MAC-West,0.045567714194543
53,Texas Tech,0.666666666666667,0.516110454290267,25.5,9,Big-XII,0.0445484875340495
54,West Virginia,0.666666666666667,0.51453575731176,28,7,Big-XII,0.0419939919837155
55,Northwestern,0.5,0.514102299953502,23,19,B1G-West,0.0412908313554701
56,Houston,0.666666666666667,0.506757241774826,14.5,15.5,AAC-West,0.0293755747932158
57,California,0.571428571428571,0.499689370354699,15.75,20.6666666666667,Pac-12-North,0.0179099744818103
58,Louisville,0.571428571428571,0.498869420503984,25.75,14.3333333333333,ACC-Atlantic,0.0165798403243008
59,Arizona,0.666666666666667,0.498651403187126,26.25,4.5,Pac-12-South,0.0162261695640567
60,Duke,0.571428571428571,0.494634393427551,25.25,13,ACC-Coastal,0.00970971990745819
61,Maryland,0.5,0.493870292417766,21,30.6666666666667,B1G-East,0.00847018446917155
62,Colorado St,0.714285714285714,0.491821540195464,20.8,16,MW-Mountain,0.0051466698800769
63,W Michigan,0.571428571428571,0.491255735971241,24.75,11,MAC-West,0.00422881431208788
64,Troy,0.666666666666667,0.487698295133415,9.5,11,Sun Belt,-0.00154211618826742
65,UT San Antonio,0.6,0.486863518284929,23.6666666666667,2.5,CUSA-West,-0.00289630292350383
66,Minnesota,0.5,0.483040735679903,25,8,B1G-West,-0.00909767455346085
67,Akron,0.571428571428571,0.481722648518714,22.25,28,MAC-East,-0.011235894095957
68,Ohio,0.714285714285714,0.479529971744849,20.8,13,MAC-East,-0.0147928851401283
69,FL Atlantic,0.5,0.479328264102183,31,14.3333333333333,CUSA-East,-0.0151200981212126
70,Nebraska,0.428571428571429,0.475010483632661,13,18.5,B1G-West,-0.0221244622767106
71,North Texas,0.666666666666667,0.46298155239278,16.5,19.5,CUSA-West,-0.0416379634964727
72,Colorado,0.571428571428571,0.459157760081981,17.75,11.3333333333333,Pac-12-South,-0.047840973104251
73,Vanderbilt,0.428571428571429,0.455626003378888,23.6666666666667,31.5,SEC-East,-0.0535702384394761
74,Southern Miss,0.666666666666667,0.455455440755541,20.5,11,CUSA-West,-0.0538469275224689
75,Army,0.714285714285714,0.450445425217408,22.8,17.5,Independent,-0.0619742451418437
76,E Michigan,0.333333333333333,0.442604150358677,10,4.25,MAC-West,-0.0746944713389398
77,Tennessee,0.5,0.44076907669731,13.3333333333333,17.6666666666667,SEC-East,-0.0776713536159994
78,Kansas St,0.5,0.437586962037087,32.3333333333333,11,Big-XII,-0.0828334247221531
79,Boston College,0.428571428571429,0.435901955933467,8.66666666666667,23.25,ACC-Atlantic,-0.0855668653006192
80,Arizona St,0.5,0.433047080294408,4.66666666666667,9,Pac-12-South,-0.0901980846681555
81,UCLA,0.5,0.432749702572944,12.6666666666667,14.6666666666667,Pac-12-South,-0.0906804949730107
82,WKU,0.666666666666667,0.428847891025355,14.5,7,CUSA-East,-0.0970100684980421
83,Arkansas,0.333333333333333,0.424576893129678,30,21.5,SEC-West,-0.10393854127056
84,Tulsa,0.285714285714286,0.422319841815482,26,17,AAC-West,-0.107599961631489
85,Georgia St,0.6,0.422127453640228,14.6666666666667,31.5,Sun Belt,-0.107912056446377
86,Syracuse,0.571428571428571,0.422048861591452,18.25,8,ACC-Atlantic,-0.108039549557781
87,Wyoming,0.666666666666667,0.41854241819579,18.5,28.5,MW-Mountain,-0.113727751283263
88,MTSU,0.428571428571429,0.404688514383845,12.6666666666667,18.25,CUSA-East,-0.136201748661845
89,New Mexico,0.5,0.404514985362205,15,18,MW-Mountain,-0.136483249881276
90,Air Force,0.333333333333333,0.400121229511172,33,10.25,MW-Mountain,-0.143610862364472
91,Buffalo,0.428571428571429,0.39210271492496,13.3333333333333,4.5,MAC-East,-0.156618609368103
92,Arkansas St,0.6,0.391194619006778,32.3333333333333,15,Sun Belt,-0.158091735323631
93,Rutgers,0.333333333333333,0.390994485072888,38,21.25,B1G-East,-0.158416395433524
94,Florida Intl,0.666666666666667,0.379384649202227,6.75,32,CUSA-East,-0.17725003428414
95,Pittsburgh,0.285714285714286,0.379133000080257,19.5,19.2,ACC-Coastal,-0.177658263015591
96,ULM,0.5,0.377567726857036,10.6666666666667,9.66666666666667,Sun Belt,-0.180197471194022
97,Miami OH,0.285714285714286,0.351137494841489,19,11,MAC-East,-0.223072964885442
98,New Mexico St,0.428571428571429,0.345634954784168,12.3333333333333,10.25,Sun Belt,-0.231999262667609
99,UNLV,0.333333333333333,0.344095209802103,28,17.75,MW-West,-0.234497058626063
100,Cincinnati,0.285714285714286,0.343627397182984,8,21.4,AAC-East,-0.235255950825891
101,Utah St,0.428571428571429,0.34336564882319,35,25.75,MW-Mountain,-0.235680562677333
102,Temple,0.428571428571429,0.332116250991608,11.6666666666667,20,AAC-East,-0.253929493870036
103,UAB,0.666666666666667,0.322724762650127,10.25,11.5,CUSA-West,-0.26916449820055
104,ULL,0.5,0.314709573128932,8.33333333333333,18,Sun Belt,-0.282166851231767
105,South Alabama,0.333333333333333,0.311009799493822,28,20.25,Sun Belt,-0.288168676006918
106,Idaho,0.333333333333333,0.302038691805419,14,11.25,Sun Belt,-0.302721732912557
107,Nevada,0.142857142857143,0.291953774186978,14,14.3333333333333,MW-West,-0.319081627953374
108,Ball St,0.333333333333333,0.280566622008506,17.5,23.75,MAC-West,-0.337554026179101
109,Illinois,0.333333333333333,0.278680546117811,8,21.5,B1G-West,-0.340613644980348
