rank,team,winpercentage,rating,averageMOV,averageMOL,conference,rawRank
1,West Virginia,0.846153846153846,1,26.5454545454545,6,Big East Conference,0.625352197945381
2,LSU,0.857142857142857,0.958072225047997,22.5,4,Southeastern Conference,0.57290934560531
3,USC,0.846153846153846,0.918594579540549,20.3636363636364,4,Pacific-10 Conference,0.52353109136197
4,Missouri,0.857142857142857,0.916488497755403,21.9166666666667,15.5,Big 12 Conference,0.520896824747623
5,Oregon,0.692307692307692,0.903752542597105,25.4444444444444,10,Pacific-10 Conference,0.504966816184134
6,Oklahoma,0.785714285714286,0.900003289436744,30.7272727272727,10,Big 12 Conference,0.500277286824749
7,Georgia,0.846153846153846,0.878512330280455,17,12.5,Southeastern Conference,0.473396604523664
8,Florida,0.692307692307692,0.869517135821289,27.3333333333333,6.25,Southeastern Conference,0.462145502938095
9,Ohio State,0.846153846153846,0.859270189168755,23.9090909090909,10.5,Big Ten Conference,0.44932872194314
10,Kansas,0.923076923076923,0.847568378086267,29.25,8,Big 12 Conference,0.434692210676272
11,Virginia Tech,0.785714285714286,0.834506078010245,20.4545454545455,16,Atlantic Coast Conference,0.418354013002729
12,South Florida,0.692307692307692,0.811820469503724,21.8888888888889,12.5,Big East Conference,0.389979074957879
13,Cincinnati,0.769230769230769,0.795622505323828,24.4,5.33333333333333,Big East Conference,0.369718819214793
14,BYU,0.846153846153846,0.781653483971432,15.2727272727273,9,Mountain West,0.352246503449325
15,Arizona State,0.769230769230769,0.75638655101829,17.7,16.6666666666667,Pacific-10 Conference,0.320642869952232
16,Clemson,0.692307692307692,0.745706285837244,24.5555555555556,8.5,Atlantic Coast Conference,0.307284098278808
17,Texas,0.769230769230769,0.732368593877488,19,11.6666666666667,Big 12 Conference,0.29060144317146
18,Boston College,0.785714285714286,0.731168364534429,12.9090909090909,10.3333333333333,Atlantic Coast Conference,0.289100207981925
19,Oregon State,0.692307692307692,0.711440055915532,17.5555555555556,22.5,Pacific-10 Conference,0.264424231865421
20,Auburn,0.692307692307692,0.703808839019748,14.8888888888889,9.75,Southeastern Conference,0.254879180085697
21,Connecticut,0.692307692307692,0.703685015096235,20.1111111111111,21,Big East Conference,0.254724302326059
22,Wake Forest,0.692307692307692,0.699319037578711,13.4444444444444,12,Atlantic Coast Conference,0.249263380184083
23,Hawai'i,0.923076923076923,0.69259780715822,22,31,Western Athletic Conference,0.240856530731329
24,Utah,0.692307692307692,0.688172314487886,20.1111111111111,14.75,Mountain West,0.235321167611965
25,Michigan,0.692307692307692,0.687855168016405,15.2222222222222,15.25,Big Ten Conference,0.23492448387281
26,Tennessee,0.714285714285714,0.686043253056317,15.7,21,Southeastern Conference,0.232658158272729
27,Illinois,0.692307692307692,0.685247656485956,14.5555555555556,13,Big Ten Conference,0.231663033857846
28,Penn State,0.692307692307692,0.682619520948939,22.4444444444444,9,Big Ten Conference,0.228375787531345
29,Tulsa,0.714285714285714,0.680232911274862,19.1,20.5,Conference USA,0.225390639400395
30,UCF,0.714285714285714,0.667624469514367,20.6,19,Conference USA,0.209620123307544
31,Texas Tech,0.692307692307692,0.644549266613399,27.8888888888889,14,Big 12 Conference,0.180757884399402
32,Kentucky,0.615384615384615,0.644032295885935,17.875,10.6,Southeastern Conference,0.180111262427386
33,Arkansas,0.615384615384615,0.641456868882002,26.25,14,Southeastern Conference,0.176889943427965
34,Fresno State,0.692307692307692,0.634579907964112,14.3333333333333,13.25,Western Athletic Conference,0.168288307778469
35,Wisconsin,0.692307692307692,0.631044587520266,15.8888888888889,15.25,Big Ten Conference,0.163866363390565
36,TCU,0.615384615384615,0.62911902357537,16.875,7.8,Mountain West,0.161457886780063
37,Air Force,0.692307692307692,0.62618791831497,17.7777777777778,11.25,Mountain West,0.157791688883448
38,Oklahoma State,0.538461538461538,0.618696067634439,22.2857142857143,15,Big 12 Conference,0.148420955045727
39,California,0.538461538461538,0.609108893315357,12,8.5,Pacific-10 Conference,0.13642941085291
40,Rutgers,0.615384615384615,0.608032313741845,24.875,13,Big East Conference,0.135082835580273
41,Boise State,0.769230769230769,0.601909620422182,29.9,9.66666666666667,Western Athletic Conference,0.127424630496737
42,Michigan State,0.538461538461538,0.600567575837392,16.4285714285714,5.16666666666667,Big Ten Conference,0.125746014152103
43,Mississippi State,0.615384615384615,0.593600122543493,11.375,22.6,Southeastern Conference,0.117031191455392
44,Purdue,0.615384615384615,0.588400887057273,21.375,14,Big Ten Conference,0.110528038395507
