opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,48,HOME,0.0306564416101769
Charlotte,1,5,7,18,HOME,0.33036795669595
Connecticut,1,1,11,5,AWAY,0.0415021192452638
Liberty,1,6,6,3,HOME,0.351557645815842
Boston College,0,7,5,34,AWAY,0.586606242764235
Ga Southern,0,10,3,21,AWAY,0.584196529570427
Florida Intl,0,9,4,39,AWAY,0.496536631816851
Ohio,0,9,4,16,AWAY,0.626176786534068
South Florida,0,7,6,16,HOME,0.397671739182868
Coastal Car,0,5,7,11,HOME,0.290258532549608
BYU,0,7,6,19,HOME,0.504342151004454
Georgia,0,11,3,39,AWAY,0.81580733779053
