opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,28,HOME,0.0306564416101769
UT San Antonio,1,3,9,17,AWAY,0.162663693907543
Kansas,1,3,9,19,HOME,0.219656161726466
Kansas St,1,5,7,3,HOME,0.469803857920209
Oklahoma St,1,7,6,4,HOME,0.53411355815879
Texas Tech,1,5,7,11,NEUTRAL,0.436852071135065
Vanderbilt,1,6,7,7,NEUTRAL,0.510106337475818
Duke,0,8,5,13,HOME,0.57269601521862
Oklahoma,0,12,2,33,AWAY,0.76607699294386
Texas,0,10,4,6,AWAY,0.641224120603854
West Virginia,0,8,4,44,AWAY,0.661623671054404
Iowa St,0,8,5,14,AWAY,0.562559086846239
TCU,0,7,6,7,HOME,0.489377938827075
