opponent,result,win,loss,margin,location,opponent rating
UTEP,1,1,11,28,HOME,0
FCS,1,13,111,29,HOME,0.0306564416101769
San Diego St,1,7,6,3,AWAY,0.453586782400969
Nevada,1,8,5,5,HOME,0.462751994971441
USC,0,5,7,22,AWAY,0.437921328327754
Arkansas St,0,8,5,7,AWAY,0.4953070144603
New Mexico,0,3,9,36,HOME,0.245595310384797
Utah St,0,11,2,31,AWAY,0.708214229904193
Air Force,0,5,7,6,HOME,0.426421908069171
San Jose St,0,1,11,13,AWAY,0.171644613238941
Fresno St,0,12,2,45,HOME,0.720722476078819
Hawaii,0,8,6,7,AWAY,0.406802564804257
