opponent,result,win,loss,margin,location,opponent rating
MTSU,1,8,6,28,HOME,0.463356158609598
Nevada,1,8,5,31,HOME,0.462751994971441
FCS,1,13,111,4,HOME,0.0306564416101769
Arkansas,1,2,10,14,AWAY,0.259372534930612
Mississippi,1,5,7,7,HOME,0.437888309111217
Tennessee,1,5,7,25,HOME,0.420467437106443
Notre Dame,0,12,1,5,AWAY,0.850675894090201
South Carolina,0,7,6,23,HOME,0.515064197415904
Georgia,0,11,3,28,AWAY,0.81580733779053
Florida,0,10,3,10,HOME,0.698421348084735
Kentucky,0,10,3,7,AWAY,0.668087121738403
Missouri,0,8,5,5,AWAY,0.675537863495906
Baylor,0,7,6,7,NEUTRAL,0.458716971875177
