opponent,result,win,loss,margin,location,opponent rating
UTEP,1,1,11,7,AWAY,0
Liberty,1,6,6,8,HOME,0.351557645815842
FCS,1,13,111,10,HOME,0.0306564416101769
Wyoming,0,6,6,22,HOME,0.421684424290278
Minnesota,0,7,6,38,AWAY,0.493358645239444
Utah St,0,11,2,47,AWAY,0.708214229904193
New Mexico,0,3,9,17,HOME,0.245595310384797
FCS,0,13,111,28,AWAY,0.0306564416101769
Ga Southern,0,10,3,17,HOME,0.584196529570427
Texas St,0,3,9,7,AWAY,0.16271608966901
BYU,0,7,6,35,AWAY,0.504342151004454
Liberty,0,6,6,7,AWAY,0.351557645815842
