opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,4,HOME,0.0306564416101769
ULM,1,6,6,32,HOME,0.339601840602436
NC State,0,9,4,34,AWAY,0.622147531438138
Memphis,0,8,6,37,AWAY,0.51891807359314
W Michigan,0,7,6,19,HOME,0.416257845534897
Troy,0,10,3,17,AWAY,0.565789400128028
Arkansas St,0,8,5,16,AWAY,0.4953070144603
Coastal Car,0,5,7,3,HOME,0.290258532549608
Texas St,0,3,9,9,HOME,0.16271608966901
FCS,0,13,111,14,AWAY,0.0306564416101769
Appalachian St,0,11,2,28,AWAY,0.660691009259259
Ga Southern,0,10,3,21,HOME,0.584196529570427
