opponent,result,win,loss,margin,location,opponent rating
Miami OH,1,6,6,7,AWAY,0.457810523180704
FCS,1,13,111,16,HOME,0.0306564416101769
WKU,1,3,9,3,AWAY,0.223330304089303
Old Dominion,1,4,8,22,AWAY,0.253286897950551
FL Atlantic,1,5,7,24,HOME,0.464421749662955
Charlotte,1,5,7,17,HOME,0.33036795669595
UT San Antonio,1,3,9,23,HOME,0.162663693907543
Florida Intl,1,9,4,3,AWAY,0.496536631816851
South Florida,1,7,6,18,AWAY,0.397671739182868
NC State,0,9,4,17,HOME,0.622147531438138
MTSU,0,8,6,10,HOME,0.463356158609598
Southern Miss,0,6,5,2,AWAY,0.353800445236661
Virginia Tech,0,6,7,21,AWAY,0.433997331892275
