opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,25,HOME,0.0306564416101769
Memphis,1,8,6,16,HOME,0.51891807359314
Tulsa,1,3,9,7,AWAY,0.232835157298534
South Florida,1,7,6,26,AWAY,0.397671739182868
East Carolina,1,3,9,6,HOME,0.210990400896382
Navy,1,3,10,1,HOME,0.313392423976731
FCS,1,13,111,17,NEUTRAL,0.0306564416101769
Wake Forest,0,7,6,6,HOME,0.504059457481341
UAB,0,11,3,7,AWAY,0.55652998423235
Ohio St,0,13,1,43,AWAY,0.789290680471332
Cincinnati,0,11,2,16,AWAY,0.656840122445719
SMU,0,5,7,4,HOME,0.330524118822284
Houston,0,8,5,31,AWAY,0.478100141265283
