opponent,result,win,loss,margin,location,opponent rating
Memphis,1,8,6,1,HOME,0.51891807359314
FCS,1,13,111,30,HOME,0.0306564416101769
Tulsa,1,3,9,8,HOME,0.232835157298534
Hawaii,0,8,6,18,AWAY,0.406802564804257
SMU,0,5,7,1,AWAY,0.330524118822284
Air Force,0,5,7,28,AWAY,0.426421908069171
Temple,0,8,5,7,HOME,0.521212513857485
Houston,0,8,5,13,HOME,0.478100141265283
Notre Dame,0,12,1,22,NEUTRAL,0.850675894090201
Cincinnati,0,11,2,42,AWAY,0.656840122445719
UCF,0,12,1,11,AWAY,0.778692437659974
Tulane,0,7,6,1,AWAY,0.416937557461684
Army,0,11,2,7,NEUTRAL,0.644115124912286
