opponent,result,win,loss,margin,location,opponent rating
Tulsa,1,3,9,7,HOME,0.232835157298534
USC,1,5,7,23,HOME,0.437921328327754
TCU,1,7,6,15,HOME,0.489377938827075
Kansas St,1,5,7,5,AWAY,0.469803857920209
Oklahoma,1,12,2,3,NEUTRAL,0.76607699294386
Baylor,1,7,6,6,HOME,0.458716971875177
Texas Tech,1,5,7,7,AWAY,0.436852071135065
Iowa St,1,8,5,14,HOME,0.562559086846239
Kansas,1,3,9,7,AWAY,0.219656161726466
Georgia,1,11,3,7,NEUTRAL,0.81580733779053
Maryland,0,5,7,5,AWAY,0.449926968698574
Oklahoma St,0,7,6,3,AWAY,0.53411355815879
West Virginia,0,8,4,1,HOME,0.661623671054404
Oklahoma,0,12,2,12,NEUTRAL,0.76607699294386
