opponent,result,win,loss,margin,location,opponent rating
C Michigan,1,1,11,24,AWAY,0.0946578673278474
Rutgers,1,1,11,41,HOME,0.126571751638945
TCU,1,7,6,1,HOME,0.489377938827075
FCS,0,13,111,3,HOME,0.0306564416101769
Baylor,0,7,6,19,AWAY,0.458716971875177
Oklahoma St,0,7,6,20,HOME,0.53411355815879
West Virginia,0,8,4,16,AWAY,0.661623671054404
Texas Tech,0,5,7,32,AWAY,0.436852071135065
Iowa St,0,8,5,24,HOME,0.562559086846239
Kansas St,0,5,7,4,AWAY,0.469803857920209
Oklahoma,0,12,2,15,AWAY,0.76607699294386
Texas,0,10,4,7,HOME,0.641224120603854
