opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,52,HOME,0.0306564416101769
Georgia St,1,2,10,37,HOME,0.149271489777065
South Alabama,1,3,9,17,HOME,0.178610835697299
Connecticut,1,1,11,41,HOME,0.0415021192452638
East Carolina,1,3,9,18,AWAY,0.210990400896382
Tulsa,1,3,9,26,HOME,0.232835157298534
SMU,1,5,7,10,AWAY,0.330524118822284
Houston,1,8,5,21,HOME,0.478100141265283
Navy,0,3,10,1,AWAY,0.313392423976731
Tulane,0,7,6,16,AWAY,0.416937557461684
UCF,0,12,1,1,HOME,0.778692437659974
Missouri,0,8,5,32,AWAY,0.675537863495906
UCF,0,12,1,15,AWAY,0.778692437659974
Wake Forest,0,7,6,3,NEUTRAL,0.504059457481341
