opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,32,HOME,0.0306564416101769
New Mexico St,1,3,9,17,AWAY,0.107517533828836
UNLV,1,4,8,36,AWAY,0.247603580267795
Wisconsin,0,8,5,31,AWAY,0.565911168234504
Liberty,0,6,6,9,HOME,0.351557645815842
Colorado St,0,3,9,2,AWAY,0.169566605648425
Fresno St,0,12,2,31,HOME,0.720722476078819
Utah St,0,11,2,42,AWAY,0.708214229904193
San Diego St,0,7,6,8,HOME,0.453586782400969
Air Force,0,5,7,18,AWAY,0.426421908069171
Boise St,0,10,3,31,HOME,0.658574973165042
Wyoming,0,6,6,28,HOME,0.421684424290278
