opponent,result,win,loss,margin,location,opponent rating
Wyoming,1,6,6,22,AWAY,0.421684424290278
San Jose St,1,1,11,31,HOME,0.171644613238941
FCS,1,13,111,35,HOME,0.0306564416101769
Utah,1,9,5,4,HOME,0.612408462118722
Oregon St,1,2,10,19,AWAY,0.172117937342421
Oregon,1,9,4,14,HOME,0.52331523621102
Stanford,1,9,4,3,AWAY,0.618221465818718
California,1,7,6,6,HOME,0.411486028863381
Colorado,1,5,7,24,AWAY,0.345692884887595
Arizona,1,5,7,41,HOME,0.42540551169362
Iowa St,1,8,5,2,NEUTRAL,0.562559086846239
USC,0,5,7,3,AWAY,0.437921328327754
Washington,0,10,4,13,HOME,0.664997673550361
