opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,11,HOME,0.0306564416101769
Georgia St,1,2,10,34,HOME,0.149271489777065
Marshall,1,9,4,17,AWAY,0.556688728694209
Virginia,1,8,5,14,HOME,0.565550881605665
Boston College,1,7,5,5,HOME,0.586606242764235
Florida St,1,5,7,19,HOME,0.438904247918296
Louisville,1,2,10,42,AWAY,0.232848113990365
North Carolina,1,2,9,6,AWAY,0.256023513365747
East Carolina,1,3,9,55,HOME,0.210990400896382
Clemson,0,14,0,34,AWAY,1
Syracuse,0,10,3,10,AWAY,0.684258795136365
Wake Forest,0,7,6,4,HOME,0.504059457481341
Texas A&M,0,9,4,39,NEUTRAL,0.660603878526005
