opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,24,HOME,0.0306564416101769
FL Atlantic,1,5,7,1,HOME,0.464421749662955
Marshall,1,9,4,10,AWAY,0.556688728694209
Charlotte,1,5,7,8,HOME,0.33036795669595
Old Dominion,1,4,8,34,AWAY,0.253286897950551
WKU,1,3,9,19,HOME,0.223330304089303
UTEP,1,1,11,16,AWAY,0
UAB,1,11,3,24,HOME,0.55652998423235
Vanderbilt,0,6,7,28,AWAY,0.510106337475818
Georgia,0,11,3,42,AWAY,0.81580733779053
Florida Intl,0,9,4,3,AWAY,0.496536631816851
Kentucky,0,10,3,11,AWAY,0.668087121738403
UAB,0,11,3,2,HOME,0.55652998423235
Appalachian St,0,11,2,32,NEUTRAL,0.660691009259259
