opponent,result,win,loss,margin,location,opponent rating
Kent,1,2,10,7,HOME,0.125184668150524
FCS,1,13,111,20,HOME,0.0306564416101769
Rutgers,1,1,11,21,AWAY,0.126571751638945
Minnesota,1,7,6,24,HOME,0.493358645239444
South Florida,0,7,6,6,HOME,0.397671739182868
Penn St,0,9,4,39,HOME,0.663780301352752
Purdue,0,6,7,39,HOME,0.504017849001278
Wisconsin,0,8,5,29,AWAY,0.565911168234504
Maryland,0,5,7,30,AWAY,0.449926968698574
Nebraska,0,4,8,19,AWAY,0.414421266224517
Iowa,0,9,4,63,HOME,0.662712579053305
Northwestern,0,9,5,8,AWAY,0.592231271898692
