opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,63,HOME,0.0306564416101769
Nevada,1,8,5,19,HOME,0.462751994971441
Bowling Green,1,3,9,16,HOME,0.13010697143828
W Michigan,1,7,6,27,AWAY,0.416257845534897
Ball St,1,4,8,32,HOME,0.18889899000322
Kent,1,2,10,22,AWAY,0.125184668150524
C Michigan,1,1,11,38,HOME,0.0946578673278474
Miami FL,0,7,6,25,HOME,0.507596886141062
Fresno St,0,12,2,22,AWAY,0.720722476078819
E Michigan,0,7,6,2,AWAY,0.438690979737939
Buffalo,0,10,4,14,HOME,0.522697195676686
N Illinois,0,8,6,23,AWAY,0.479224589283754
Florida Intl,0,9,4,3,NEUTRAL,0.496536631816851
