opponent,result,win,loss,margin,location,opponent rating
North Carolina,1,2,9,22,HOME,0.256023513365747
Old Dominion,1,4,8,2,HOME,0.253286897950551
Connecticut,1,1,11,34,HOME,0.0415021192452638
FCS,0,13,111,5,HOME,0.0306564416101769
South Florida,0,7,6,7,AWAY,0.397671739182868
Temple,0,8,5,43,AWAY,0.521212513857485
Houston,0,8,5,22,HOME,0.478100141265283
UCF,0,12,1,27,HOME,0.778692437659974
Memphis,0,8,6,18,HOME,0.51891807359314
Tulane,0,7,6,6,AWAY,0.416937557461684
Cincinnati,0,11,2,50,AWAY,0.656840122445719
NC State,0,9,4,55,AWAY,0.622147531438138
