opponent,result,win,loss,margin,location,opponent rating
New Mexico St,1,3,9,47,HOME,0.107517533828836
FCS,1,13,111,61,HOME,0.0306564416101769
Air Force,1,5,7,10,HOME,0.426421908069171
BYU,1,7,6,25,AWAY,0.504342151004454
UNLV,1,4,8,31,HOME,0.247603580267795
Wyoming,1,6,6,8,AWAY,0.421684424290278
New Mexico,1,3,9,42,HOME,0.245595310384797
Hawaii,1,8,6,39,AWAY,0.406802564804257
San Jose St,1,1,11,38,HOME,0.171644613238941
Colorado St,1,3,9,5,AWAY,0.169566605648425
North Texas,1,9,4,39,NEUTRAL,0.540684469291705
Michigan St,0,7,6,7,AWAY,0.518649921958119
Boise St,0,10,3,9,AWAY,0.658574973165042
