opponent,result,win,loss,margin,location,opponent rating
W Michigan,1,7,6,13,AWAY,0.416257845534897
FCS,1,13,111,52,HOME,0.0306564416101769
Florida St,1,5,7,23,HOME,0.438904247918296
Connecticut,1,1,11,30,HOME,0.0415021192452638
North Carolina,1,2,9,3,HOME,0.256023513365747
NC State,1,9,4,10,HOME,0.622147531438138
Wake Forest,1,7,6,17,AWAY,0.504059457481341
Louisville,1,2,10,31,HOME,0.232848113990365
Boston College,1,7,5,21,AWAY,0.586606242764235
West Virginia,1,8,4,16,NEUTRAL,0.661623671054404
Clemson,0,14,0,4,AWAY,1
Pittsburgh,0,7,7,7,AWAY,0.525319578909627
Notre Dame,0,12,1,33,NEUTRAL,0.850675894090201
