opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,56,HOME,0.0306564416101769
UTEP,1,1,11,24,HOME,0
Auburn,1,8,5,6,AWAY,0.640038361628211
Charlotte,1,5,7,11,HOME,0.33036795669595
Kentucky,1,10,3,17,HOME,0.668087121738403
West Virginia,0,8,4,26,NEUTRAL,0.661623671054404
Florida,0,10,3,26,HOME,0.698421348084735
Georgia,0,11,3,26,AWAY,0.81580733779053
Alabama,0,14,0,37,HOME,0.965850947155229
South Carolina,0,7,6,3,AWAY,0.515064197415904
Missouri,0,8,5,33,HOME,0.675537863495906
Vanderbilt,0,6,7,25,AWAY,0.510106337475818
