opponent,result,win,loss,margin,location,opponent rating
Tennessee,1,5,7,26,NEUTRAL,0.420467437106443
FCS,1,13,111,35,HOME,0.0306564416101769
Kansas St,1,5,7,29,HOME,0.469803857920209
Texas Tech,1,5,7,8,AWAY,0.436852071135065
Kansas,1,3,9,16,HOME,0.219656161726466
Baylor,1,7,6,44,HOME,0.458716971875177
Texas,1,10,4,1,AWAY,0.641224120603854
TCU,1,7,6,37,HOME,0.489377938827075
Iowa St,0,8,5,16,AWAY,0.562559086846239
Oklahoma St,0,7,6,4,AWAY,0.53411355815879
Oklahoma,0,12,2,3,HOME,0.76607699294386
Syracuse,0,10,3,16,NEUTRAL,0.684258795136365
