opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,12,HOME,0.0306564416101769
Kentucky,0,10,3,15,AWAY,0.668087121738403
Kansas,0,3,9,24,HOME,0.219656161726466
N Illinois,0,8,6,8,AWAY,0.479224589283754
Michigan St,0,7,6,11,AWAY,0.518649921958119
Buffalo,0,10,4,10,HOME,0.522697195676686
Ball St,0,4,8,1,HOME,0.18889899000322
W Michigan,0,7,6,25,HOME,0.416257845534897
Akron,0,4,8,7,AWAY,0.221373402722626
E Michigan,0,7,6,10,AWAY,0.438690979737939
Bowling Green,0,3,9,11,HOME,0.13010697143828
Toledo,0,7,6,38,AWAY,0.462712754752618
