opponent,result,win,loss,margin,location,opponent rating
Boston College,1,7,5,17,HOME,0.586606242764235
Nebraska,1,4,8,14,AWAY,0.414421266224517
Illinois,1,4,8,39,AWAY,0.248951659913718
Ohio St,1,13,1,29,HOME,0.789290680471332
Iowa,1,9,4,2,HOME,0.662712579053305
Indiana,1,5,7,7,AWAY,0.418819378134497
Northwestern,0,9,5,4,HOME,0.592231271898692
E Michigan,0,7,6,1,HOME,0.438690979737939
Missouri,0,8,5,3,HOME,0.675537863495906
Michigan St,0,7,6,10,AWAY,0.518649921958119
Minnesota,0,7,6,31,AWAY,0.493358645239444
Wisconsin,0,8,5,3,HOME,0.565911168234504
Auburn,0,8,5,49,NEUTRAL,0.640038361628211
