opponent,result,win,loss,margin,location,opponent rating
Colorado St,1,3,9,9,AWAY,0.169566605648425
Navy,1,3,10,18,HOME,0.313392423976731
Rice,1,2,11,14,HOME,0.0904101814547683
FCS,1,13,111,21,HOME,0.0306564416101769
San Jose St,1,1,11,3,AWAY,0.171644613238941
Wyoming,1,6,6,4,HOME,0.421684424290278
UNLV,1,4,8,7,HOME,0.247603580267795
San Diego St,1,7,6,1,AWAY,0.453586782400969
Army,0,11,2,7,AWAY,0.644115124912286
BYU,0,7,6,26,AWAY,0.504342151004454
Nevada,0,8,5,18,HOME,0.462751994971441
Fresno St,0,12,2,30,AWAY,0.720722476078819
Utah St,0,11,2,39,HOME,0.708214229904193
Louisiana Tech,0,8,5,17,HOME,0.473466014770191
