opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,40,HOME,0.0306564416101769
Bowling Green,1,3,9,7,AWAY,0.13010697143828
Illinois,0,4,8,7,AWAY,0.248951659913718
Penn St,0,9,4,53,AWAY,0.663780301352752
Mississippi,0,5,7,21,AWAY,0.437888309111217
Ball St,0,4,8,28,AWAY,0.18889899000322
Ohio,0,9,4,1,HOME,0.626176786534068
Miami OH,0,6,6,25,AWAY,0.457810523180704
Akron,0,4,8,1,HOME,0.221373402722626
Buffalo,0,10,4,34,AWAY,0.522697195676686
Toledo,0,7,6,22,HOME,0.462712754752618
E Michigan,0,7,6,8,HOME,0.438690979737939
