opponent,result,win,loss,margin,location,opponent rating
Colorado St,1,3,9,16,NEUTRAL,0.169566605648425
Georgia St,1,2,10,14,NEUTRAL,0.149271489777065
Arkansas St,1,8,5,4,NEUTRAL,0.4953070144603
South Alabama,1,3,9,10,NEUTRAL,0.178610835697299
Texas St,1,3,9,15,NEUTRAL,0.16271608966901
ULM,1,6,6,3,NEUTRAL,0.339601840602436
New Mexico St,1,3,9,28,NEUTRAL,0.107517533828836
Kansas,1,3,9,3,NEUTRAL,0.219656161726466
WKU,1,3,9,3,NEUTRAL,0.223330304089303
East Carolina,1,3,9,5,NEUTRAL,0.210990400896382
Temple,1,8,5,2,NEUTRAL,0.521212513857485
San Jose St,1,1,11,6,NEUTRAL,0.171644613238941
UTEP,1,1,11,20,NEUTRAL,0
Air Force,0,5,7,38,NEUTRAL,0.426421908069171
New Mexico,0,3,9,32,NEUTRAL,0.245595310384797
Utah St,0,11,2,61,NEUTRAL,0.708214229904193
Wyoming,0,6,6,3,NEUTRAL,0.421684424290278
Akron,0,4,8,34,NEUTRAL,0.221373402722626
Bowling Green,0,3,9,7,NEUTRAL,0.13010697143828
Buffalo,0,10,4,38,NEUTRAL,0.522697195676686
Kent,0,2,10,40,NEUTRAL,0.125184668150524
Ohio,0,9,4,6,NEUTRAL,0.626176786534068
Alabama,0,14,0,42,NEUTRAL,0.965850947155229
Alabama,0,14,0,33,NEUTRAL,0.965850947155229
Arkansas,0,2,10,35,NEUTRAL,0.259372534930612
Auburn,0,8,5,54,NEUTRAL,0.640038361628211
LSU,0,10,3,31,NEUTRAL,0.734087414563615
Mississippi,0,5,7,35,NEUTRAL,0.437888309111217
Mississippi St,0,8,5,57,NEUTRAL,0.641956025115143
Mississippi St,0,8,5,46,NEUTRAL,0.641956025115143
Texas A&M,0,9,4,52,NEUTRAL,0.660603878526005
Appalachian St,0,11,2,65,NEUTRAL,0.660691009259259
Appalachian St,0,11,2,10,NEUTRAL,0.660691009259259
Appalachian St,0,11,2,11,NEUTRAL,0.660691009259259
Coastal Car,0,5,7,37,NEUTRAL,0.290258532549608
Coastal Car,0,5,7,2,NEUTRAL,0.290258532549608
Ga Southern,0,10,3,31,NEUTRAL,0.584196529570427
Georgia St,0,2,10,4,NEUTRAL,0.149271489777065
Troy,0,10,3,52,NEUTRAL,0.565789400128028
Troy,0,10,3,10,NEUTRAL,0.565789400128028
Arizona,0,5,7,31,NEUTRAL,0.42540551169362
Colorado,0,5,7,31,NEUTRAL,0.345692884887595
Utah,0,9,5,31,NEUTRAL,0.612408462118722
Arkansas St,0,8,5,27,NEUTRAL,0.4953070144603
South Alabama,0,3,9,38,NEUTRAL,0.178610835697299
Texas St,0,3,9,16,NEUTRAL,0.16271608966901
ULM,0,6,6,3,NEUTRAL,0.339601840602436
