opponent,result,win,loss,margin,location,opponent rating
FL Atlantic,1,5,7,49,HOME,0.464421749662955
UCLA,1,3,9,28,HOME,0.27536664391398
Iowa St,1,8,5,10,AWAY,0.562559086846239
Army,1,11,2,7,HOME,0.644115124912286
Baylor,1,7,6,33,HOME,0.458716971875177
TCU,1,7,6,25,AWAY,0.489377938827075
Kansas St,1,5,7,37,HOME,0.469803857920209
Texas Tech,1,5,7,5,AWAY,0.436852071135065
Oklahoma St,1,7,6,1,HOME,0.53411355815879
Kansas,1,3,9,15,HOME,0.219656161726466
West Virginia,1,8,4,3,AWAY,0.661623671054404
Texas,1,10,4,12,NEUTRAL,0.641224120603854
Texas,0,10,4,3,NEUTRAL,0.641224120603854
Alabama,0,14,0,11,NEUTRAL,0.965850947155229
