opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,10,HOME,0.0306564416101769
N Illinois,1,8,6,18,HOME,0.479224589283754
Louisville,1,2,10,4,AWAY,0.232848113990365
Wake Forest,1,7,6,21,HOME,0.504059457481341
Boston College,1,7,5,1,HOME,0.586606242764235
Virginia Tech,0,6,7,21,HOME,0.433997331892275
Syracuse,0,10,3,23,AWAY,0.684258795136365
Miami FL,0,7,6,1,AWAY,0.507596886141062
Clemson,0,14,0,49,HOME,1
NC State,0,9,4,19,AWAY,0.622147531438138
Notre Dame,0,12,1,29,AWAY,0.850675894090201
Florida,0,10,3,27,HOME,0.698421348084735
