opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,34,HOME,0.0306564416101769
Purdue,1,6,7,1,AWAY,0.504017849001278
Toledo,1,7,6,2,HOME,0.462712754752618
Ball St,1,4,8,22,AWAY,0.18889899000322
C Michigan,1,1,11,10,HOME,0.0946578673278474
Akron,1,4,8,20,HOME,0.221373402722626
Kent,1,2,10,8,AWAY,0.125184668150524
Buffalo,0,10,4,7,AWAY,0.522697195676686
San Diego St,0,7,6,3,AWAY,0.453586782400969
N Illinois,0,8,6,3,HOME,0.479224589283754
W Michigan,0,7,6,3,AWAY,0.416257845534897
Army,0,11,2,15,HOME,0.644115124912286
Ga Southern,0,10,3,2,NEUTRAL,0.584196529570427
