opponent,result,win,loss,margin,location,opponent rating
Minnesota,1,7,6,25,HOME,0.493358645239444
FCS,1,13,111,36,HOME,0.0306564416101769
Illinois,1,4,8,19,HOME,0.248951659913718
Michigan St,1,7,6,3,HOME,0.518649921958119
Colorado,0,5,7,5,HOME,0.345692884887595
Troy,0,10,3,5,HOME,0.565789400128028
Michigan,0,10,3,46,AWAY,0.766132049342601
Purdue,0,6,7,14,HOME,0.504017849001278
Wisconsin,0,8,5,17,AWAY,0.565911168234504
Northwestern,0,9,5,3,AWAY,0.592231271898692
Ohio St,0,13,1,5,AWAY,0.789290680471332
Iowa,0,9,4,3,AWAY,0.662712579053305
