opponent,result,win,loss,margin,location,opponent rating
San Diego St,1,7,6,21,HOME,0.453586782400969
USC,1,5,7,14,HOME,0.437921328327754
FCS,1,13,111,20,HOME,0.0306564416101769
Oregon,1,9,4,7,AWAY,0.52331523621102
Arizona St,1,7,6,7,AWAY,0.52301935263644
Oregon St,1,2,10,31,HOME,0.172117937342421
UCLA,1,3,9,7,AWAY,0.27536664391398
California,1,7,6,10,AWAY,0.411486028863381
Pittsburgh,1,7,7,1,NEUTRAL,0.525319578909627
Notre Dame,0,12,1,21,AWAY,0.850675894090201
Utah,0,9,5,19,HOME,0.612408462118722
Washington St,0,11,2,3,HOME,0.684077336369353
Washington,0,10,4,4,AWAY,0.664997673550361
