opponent,result,win,loss,margin,location,opponent rating
Texas,1,10,4,5,HOME,0.641224120603854
Bowling Green,1,3,9,31,AWAY,0.13010697143828
Minnesota,1,7,6,29,HOME,0.493358645239444
Rutgers,1,1,11,27,HOME,0.126571751638945
Illinois,1,4,8,30,HOME,0.248951659913718
Temple,0,8,5,21,HOME,0.521212513857485
Michigan,0,10,3,21,AWAY,0.766132049342601
Iowa,0,9,4,23,AWAY,0.662712579053305
Michigan St,0,7,6,21,HOME,0.518649921958119
Indiana,0,5,7,2,AWAY,0.418819378134497
Ohio St,0,13,1,1,HOME,0.789290680471332
Penn St,0,9,4,35,AWAY,0.663780301352752
