opponent,result,win,loss,margin,location,opponent rating
Rice,1,2,11,8,AWAY,0.0904101814547683
FCS,0,13,111,20,HOME,0.0306564416101769
UNLV,0,4,8,28,AWAY,0.247603580267795
Tennessee,0,5,7,24,AWAY,0.420467437106443
New Mexico St,0,3,9,7,HOME,0.107517533828836
UT San Antonio,0,3,9,9,AWAY,0.162663693907543
North Texas,0,9,4,3,HOME,0.540684469291705
Louisiana Tech,0,8,5,7,AWAY,0.473466014770191
UAB,0,11,3,19,HOME,0.55652998423235
MTSU,0,8,6,16,HOME,0.463356158609598
WKU,0,3,9,24,AWAY,0.223330304089303
Southern Miss,0,6,5,32,HOME,0.353800445236661
