opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,14,HOME,0.0306564416101769
Arizona St,1,7,6,7,HOME,0.52301935263644
E Michigan,1,7,6,3,HOME,0.438690979737939
Boise St,1,10,3,6,AWAY,0.658574973165042
Air Force,1,5,7,4,HOME,0.426421908069171
San Jose St,1,1,11,3,HOME,0.171644613238941
New Mexico,1,3,9,8,AWAY,0.245595310384797
Stanford,0,9,4,21,AWAY,0.618221465818718
Nevada,0,8,5,4,AWAY,0.462751994971441
UNLV,0,4,8,3,HOME,0.247603580267795
Fresno St,0,12,2,9,AWAY,0.720722476078819
Hawaii,0,8,6,1,HOME,0.406802564804257
Ohio,0,9,4,27,NEUTRAL,0.626176786534068
