opponent,result,win,loss,margin,location,opponent rating
Texas Tech,1,5,7,20,NEUTRAL,0.436852071135065
FCS,1,13,111,35,HOME,0.0306564416101769
Kent,1,2,10,21,HOME,0.125184668150524
ULM,1,6,6,49,HOME,0.339601840602436
Arkansas,1,2,10,4,AWAY,0.259372534930612
Alabama,0,14,0,55,HOME,0.965850947155229
LSU,0,10,3,29,AWAY,0.734087414563615
Auburn,0,8,5,15,HOME,0.640038361628211
South Carolina,0,7,6,4,HOME,0.515064197415904
Texas A&M,0,9,4,14,AWAY,0.660603878526005
Vanderbilt,0,6,7,7,AWAY,0.510106337475818
Mississippi St,0,8,5,32,HOME,0.641956025115143
