opponent,result,win,loss,margin,location,opponent rating
UNLV,1,4,8,22,HOME,0.247603580267795
Washington St,1,11,2,3,HOME,0.684077336369353
Arizona,1,5,7,4,AWAY,0.42540551169362
Colorado,1,5,7,11,HOME,0.345692884887595
Oregon St,1,2,10,17,AWAY,0.172117937342421
Stanford,0,9,4,14,AWAY,0.618221465818718
Texas,0,10,4,23,AWAY,0.641224120603854
Utah,0,9,5,13,AWAY,0.612408462118722
Arizona St,0,7,6,3,HOME,0.52301935263644
California,0,7,6,1,HOME,0.411486028863381
UCLA,0,3,9,7,AWAY,0.27536664391398
Notre Dame,0,12,1,7,HOME,0.850675894090201
