opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,52,HOME,0.0306564416101769
Nebraska,1,4,8,5,AWAY,0.414421266224517
ULM,1,6,6,8,AWAY,0.339601840602436
Coastal Car,1,5,7,24,HOME,0.290258532549608
Georgia St,1,2,10,17,HOME,0.149271489777065
South Alabama,1,3,9,21,AWAY,0.178610835697299
FCS,1,13,111,10,HOME,0.0306564416101769
Ga Southern,1,10,3,14,AWAY,0.584196529570427
Texas St,1,3,9,5,HOME,0.16271608966901
Buffalo,1,10,4,10,NEUTRAL,0.522697195676686
Boise St,0,10,3,36,HOME,0.658574973165042
Liberty,0,6,6,6,AWAY,0.351557645815842
Appalachian St,0,11,2,11,AWAY,0.660691009259259
