opponent,result,win,loss,margin,location,opponent rating
Texas St,1,3,9,4,HOME,0.16271608966901
UTEP,1,1,11,9,HOME,0
Rice,1,2,11,17,AWAY,0.0904101814547683
Arizona St,0,7,6,42,AWAY,0.52301935263644
Baylor,0,7,6,17,HOME,0.458716971875177
Kansas St,0,5,7,24,AWAY,0.469803857920209
Louisiana Tech,0,8,5,28,HOME,0.473466014770191
Southern Miss,0,6,5,10,AWAY,0.353800445236661
UAB,0,11,3,49,AWAY,0.55652998423235
Florida Intl,0,9,4,38,HOME,0.496536631816851
Marshall,0,9,4,23,AWAY,0.556688728694209
North Texas,0,9,4,3,HOME,0.540684469291705
