opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,27,HOME,0.0306564416101769
Tulsa,1,3,9,9,AWAY,0.232835157298534
UNLV,1,4,8,7,HOME,0.247603580267795
Georgia St,1,2,10,16,HOME,0.149271489777065
South Alabama,1,3,9,24,HOME,0.178610835697299
Coastal Car,1,5,7,28,AWAY,0.290258532549608
ULM,1,6,6,14,HOME,0.339601840602436
Texas St,1,3,9,26,AWAY,0.16271608966901
Alabama,0,14,0,50,AWAY,0.965850947155229
Ga Southern,0,10,3,7,AWAY,0.584196529570427
Appalachian St,0,11,2,26,HOME,0.660691009259259
FCS,0,13,111,4,AWAY,0.0306564416101769
Nevada,0,8,5,3,NEUTRAL,0.462751994971441
