opponent,result,win,loss,margin,location,opponent rating
Michigan,1,10,3,7,HOME,0.766132049342601
Ball St,1,4,8,8,HOME,0.18889899000322
Vanderbilt,1,6,7,5,HOME,0.510106337475818
Wake Forest,1,7,6,29,AWAY,0.504059457481341
Stanford,1,9,4,21,HOME,0.618221465818718
Virginia Tech,1,6,7,22,AWAY,0.433997331892275
Pittsburgh,1,7,7,5,HOME,0.525319578909627
Navy,1,3,10,22,NEUTRAL,0.313392423976731
Northwestern,1,9,5,10,AWAY,0.592231271898692
Florida St,1,5,7,29,HOME,0.438904247918296
Syracuse,1,10,3,33,NEUTRAL,0.684258795136365
USC,1,5,7,7,AWAY,0.437921328327754
Clemson,0,14,0,27,NEUTRAL,1
