opponent,result,win,loss,margin,location,opponent rating
FCS,1,13,111,31,HOME,0.0306564416101769
Massachusetts,1,4,8,21,HOME,0.249594088209552
Arkansas St,1,8,5,7,HOME,0.4953070144603
South Alabama,1,3,9,35,HOME,0.178610835697299
Texas St,1,3,9,2,AWAY,0.16271608966901
New Mexico St,1,3,9,17,AWAY,0.107517533828836
Appalachian St,1,11,2,20,HOME,0.660691009259259
Coastal Car,1,5,7,24,AWAY,0.290258532549608
Georgia St,1,2,10,21,AWAY,0.149271489777065
E Michigan,1,7,6,2,NEUTRAL,0.438690979737939
Clemson,0,14,0,31,AWAY,1
ULM,0,6,6,19,AWAY,0.339601840602436
Troy,0,10,3,14,HOME,0.565789400128028
