rank,team,winpercentage,rating,averageMOV,averageMOL,conference,rawRank
1,N Dakota St,1,1,30.4615384615385,0,Missouri Valley,0.803389971256425
2,Princeton,1,0.927807749457417,34,0,Ivy,0.692318882120895
3,S Dakota St,0.833333333333333,0.839739573139151,30.5,9.5,Missouri Valley,0.55682195313016
4,Dartmouth,0.9,0.836605250248748,25,5,Ivy,0.551999653488964
5,E Washington,0.846153846153846,0.807202931601038,30.2727272727273,21.5,Big Sky,0.506762837616417
6,Kennesaw,0.846153846153846,0.7268407283624,34.4545454545455,7,Big South,0.383121901569179
7,Colgate,0.833333333333333,0.716699906706961,26.1,24.5,Patriot,0.367519782209422
8,UC Davis,0.769230769230769,0.703728133749806,22.4,21.3333333333333,Big Sky,0.347562114558213
9,James Madison,0.692307692307692,0.69545596858182,31,7,CAA,0.334835008943326
10,Nicholls St,0.692307692307692,0.66371529064276,23.1111111111111,18,Southland,0.286000519986883
11,Weber St,0.769230769230769,0.660326202303081,12.7,13.3333333333333,Big Sky,0.280786252106924
12,NC A&T,0.818181818181818,0.660071853363717,21.4444444444444,2,MEAC,0.280394924590971
13,Alcorn St,0.75,0.639660933974268,22.5555555555556,18,SWAC East,0.24899178883467
14,SE Missouri St,0.692307692307692,0.626134854022889,15.7777777777778,15.75,Ohio Valley,0.228181294356712
15,Maine,0.769230769230769,0.626096963700394,11.5,13.3333333333333,CAA,0.228122998335175
16,Towson,0.583333333333333,0.622435329844367,21.7142857142857,16.8,CAA,0.222489406682781
17,Wofford,0.692307692307692,0.620891604197645,19.8888888888889,10.25,Southern,0.220114313983788
18,Southern Univ,0.636363636363636,0.614742188622919,20.7142857142857,27.75,SWAC West,0.210653156048606
19,Harvard,0.6,0.605824621833246,18.6666666666667,6.5,Ivy,0.1969330704093
20,Stony Brook,0.583333333333333,0.604918512396653,22.7142857142857,16.2,CAA,0.195538979507193
21,Northern Iowa,0.538461538461538,0.600993259192556,22.2857142857143,16.6666666666667,Missouri Valley,0.189499797433181
22,Elon,0.545454545454545,0.593851598150718,14,15.2,CAA,0.17851202429364
23,Duquesne,0.692307692307692,0.58722306717506,14.6666666666667,28.75,Northeast,0.168313725331563
24,Jacksonville St,0.692307692307692,0.57824668396896,28.7777777777778,15.5,Ohio Valley,0.154503148018379
25,Monmouth NJ,0.727272727272727,0.575986353644047,16.375,37.6666666666667,Big South,0.15102552610034
26,Furman,0.6,0.573202552256927,14,23.5,Southern,0.14674251999778
27,Incarnate Word,0.545454545454545,0.571046307422287,18.3333333333333,25.6,Southland,0.143425038422086
28,San Diego,0.75,0.561764684788889,19.7777777777778,24.6666666666667,Pioneer,0.129144836211887
29,Montana St,0.615384615384615,0.557205949409302,13.375,21.4,Big Sky,0.122131012733745
30,Samford,0.545454545454545,0.553967431575554,30.8333333333333,10.4,Southern,0.117148404484814
31,Delaware,0.583333333333333,0.550424116869275,16.2857142857143,15.8,CAA,0.111696852229513
32,Indiana St,0.636363636363636,0.544006286650676,14.5714285714286,15.75,Missouri Valley,0.101822726089466
33,Cent Arkansas,0.545454545454545,0.537173711197581,15.3333333333333,8.6,Southland,0.0913104953363875
34,Illinois St,0.545454545454545,0.534185507395372,28.6666666666667,8.4,Missouri Valley,0.0867130067093674
35,Rhode Island,0.545454545454545,0.534031103636382,15,13.4,CAA,0.0864754493967783
36,Columbia,0.6,0.531186129367917,11.1666666666667,22,Ivy,0.0820983259469168
37,Yale,0.5,0.528149108307153,15.4,13.4,Ivy,0.0774257297376187
38,W Illinois,0.454545454545455,0.523754928148861,10.2,12.3333333333333,Missouri Valley,0.070665082071168
39,Idaho St,0.545454545454545,0.518989604239761,16.1666666666667,14.4,Big Sky,0.0633334126425872
40,Montana,0.545454545454545,0.517185850943964,20.6666666666667,13,Big Sky,0.0605582554559174
41,Lamar,0.583333333333333,0.513826681648668,20.1428571428571,22,Southland,0.0553900194083253
42,Prairie View,0.454545454545455,0.501357935154557,34,16.5,SWAC West,0.0362062809631692
43,ETSU,0.666666666666667,0.500169868707172,10.25,21.75,Southern,0.0343783862278433
44,North Dakota,0.545454545454545,0.498157544689485,19,14,Independent,0.0312823334248232
45,Citadel,0.454545454545455,0.496197791859472,13.4,12,Southern,0.0282671637893711
46,Chattanooga,0.545454545454545,0.494928331222107,11.5,12.8,Southern,0.0263140403691703
47,Sacred Heart,0.636363636363636,0.494475275063854,19.2857142857143,17.25,Northeast,0.025616992628317
48,North Alabama,0.7,0.493963079752464,10.7142857142857,19.6666666666667,Independent,0.0248289567067461
49,Penn,0.6,0.49292797065672,10.5,21.5,Ivy,0.0232363937990618
50,Florida A&M,0.545454545454545,0.488339383807478,24.3333333333333,19.8,MEAC,0.0161766425262629
51,Drake,0.636363636363636,0.488017077515837,24.2857142857143,13.5,Pioneer,0.0156807594991341
52,Abilene Chr,0.545454545454545,0.479500465988307,14.6666666666667,10.6,Southland,0.00257756201414202
53,Stetson,0.8,0.478373875049704,15.125,22,Pioneer,0.000844250158037485
54,Alabama A&M,0.545454545454545,0.468850037074717,23.1666666666667,17,SWAC East,-0.0138086114256936
